Date,City,Country,Event,HillSize,Distance,RaceType,MassStart,TeamEvent,Season,Race,Sex,Place,Skier,Nation,ID,Birthday,Leg,TeamID,SJ_Pos,CC_Pos,Age,Exp
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,13,L,7,Yuna Kasai,Japan,161,2004-02-04T00:00:00.000000,0,"",13,8,21.95208761122519,69
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,15,L,10,Yuna Kasai,Japan,161,2004-02-04T00:00:00.000000,0,"",9,14,21.95482546201232,70
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,18,L,5,Yuna Kasai,Japan,161,2004-02-04T00:00:00.000000,0,"",7,10,21.987679671457904,11
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,20,L,6,Yuna Kasai,Japan,161,2004-02-04T00:00:00.000000,0,"",6,7,21.990417522245036,12
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,22,L,6,Yuna Kasai,Japan,161,2004-02-04T00:00:00.000000,0,"",5,7,21.99315537303217,13
2020-02-22,Eisenerz,Austria,Saturday 22.Feb 2020,109,N/A,Mass Start,1,0,2020,19,L,17,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",20,10,18.299794661190965,1
2020-02-23,Eisenerz,Austria,Sunday 23.Feb 2020,109,N/A,Individual,0,0,2020,23,L,10,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",15,7,18.302532511978097,2
2020-03-04,Oberwiesenthal,Germany,Junior World Championship,105,N/A,Individual,0,0,2020,24,L,6,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",6,5,18.32991101984942,3
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,3,L,23,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",28,12,19.121149897330596,4
2021-01-22,Eisenerz,Austria,Friday 22.Jan 2021,109,N/A,Individual,0,0,2021,6,L,15,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",15,14,19.21697467488022,5
2021-01-23,Eisenerz,Austria,Saturday 23.Jan 2021,109,N/A,Individual,0,0,2021,7,L,19,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",23,9,19.21971252566735,6
2021-01-24,Eisenerz,Austria,Sunday 24.Jan 2021,109,N/A,Individual,0,0,2021,8,L,17,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",17,13,19.222450376454482,7
2021-02-10,Lahti,Finland,Junior World Championship,100,N/A,Individual,0,0,2021,9,L,14,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",14,12,19.26899383983573,8
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,10,L,12,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",16,9,19.315537303216974,9
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,10,L,16,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",16,17,21.075975359342916,10
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,11,L,13,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",14,11,21.078713210130047,11
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,14,L,13,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",12,10,21.114305270362763,12
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,16,L,13,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",14,13,21.117043121149898,13
2023-01-15,Lake Placid NY,USA,Sunday 15.Jan 2023,100,5,Mass Start,1,0,2023,20,L,4,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",3,5,21.196440793976727,14
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,22,L,22,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",20,24,21.229295003422312,15
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,26,L,21,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",21,18,21.270362765229294,16
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,28,L,21,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",22,18,21.27310061601643,17
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,32,L,21,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",22,26,21.305954825462013,18
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,9,L,17,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",22,16,22.072553045859,19
2023-12-02,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,10,L,17,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",18,21,22.075290896646134,20
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,13,L,19,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",22,16,22.11088295687885,21
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,14,L,17,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",17,16,22.11362080766598,22
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,17,L,23,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",24,21,22.19028062970568,23
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,18,L,22,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",21,20,22.193018480492814,24
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,22,L,24,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",24,20,22.22861054072553,25
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,23,L,18,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",18,17,22.23134839151266,26
2024-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2024,25,L,18,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",20,17,22.245037645448324,27
2024-02-03,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2024,26,L,15,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",17,14,22.247775496235455,28
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,28,L,19,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",19,18,22.264202600958246,29
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,30,L,20,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",20,20,22.26694045174538,30
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,31,L,19,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",19,20,22.269678302532512,31
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,9,L,12,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",16,10,23.08829568788501,32
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,10,L,16,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",19,14,23.091033538672143,33
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,11,L,16,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",17,15,23.12662559890486,34
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,12,L,18,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",19,16,23.12936344969199,35
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,17,L,24,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",22,27,23.20602327173169,36
2025-01-19,Schonach,Germany,World Cup,100,5,Individual Compact,0,0,2025,19,L,27,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",24,26,23.208761122518823,37
2025-02-07,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2025,30,L,20,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",20,20,23.260780287474333,38
2025-02-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2025,31,L,16,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",14,19,23.263518138261464,39
2025-02-09,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2025,32,L,20,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",18,20,23.266255989048595,40
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,35,L,26,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",26,21,23.315537303216974,41
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,36,L,30,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",29,29,23.32375085557837,42
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,39,L,20,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",18,19,23.359342915811087,43
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,40,L,18,Sana Azegami,Japan,162,2001-11-04T00:00:00.000000,0,"",14,19,23.36208076659822,44
2020-02-22,Eisenerz,Austria,Saturday 22.Feb 2020,109,N/A,Mass Start,1,0,2020,19,L,24,Mille Moen Flatla,Norway,163,2001-08-31T00:00:00.000000,0,"",24,24,18.477754962354553,1
2020-03-04,Oberwiesenthal,Germany,Junior World Championship,105,N/A,Individual,0,0,2020,24,L,18,Mille Moen Flatla,Norway,163,2001-08-31T00:00:00.000000,0,"",16,26,18.507871321013006,2
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,3,L,18,Mille Moen Flatla,Norway,163,2001-08-31T00:00:00.000000,0,"",19,11,19.299110198494184,3
2021-01-22,Eisenerz,Austria,Friday 22.Jan 2021,109,N/A,Individual,0,0,2021,6,L,19,Mille Moen Flatla,Norway,163,2001-08-31T00:00:00.000000,0,"",21,16,19.394934976043807,4
2021-01-23,Eisenerz,Austria,Saturday 23.Jan 2021,109,N/A,Individual,0,0,2021,7,L,11,Mille Moen Flatla,Norway,163,2001-08-31T00:00:00.000000,0,"",13,12,19.397672826830938,5
2021-01-24,Eisenerz,Austria,Sunday 24.Jan 2021,109,N/A,Individual,0,0,2021,8,L,8,Mille Moen Flatla,Norway,163,2001-08-31T00:00:00.000000,0,"",13,14,19.40041067761807,6
2021-02-10,Lahti,Finland,Junior World Championship,100,N/A,Individual,0,0,2021,9,L,10,Mille Moen Flatla,Norway,163,2001-08-31T00:00:00.000000,0,"",3,23,19.446954140999317,7
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,10,L,15,Mille Moen Flatla,Norway,163,2001-08-31T00:00:00.000000,0,"",14,17,19.49349760438056,8
2020-02-23,Eisenerz,Austria,Sunday 23.Feb 2020,109,N/A,Individual,0,0,2020,23,L,27,Elizaveta Udintcova,Russia,164,2004-02-16T00:00:00.000000,0,"",28,27,16.019164955509925,1
2020-03-04,Oberwiesenthal,Germany,Junior World Championship,105,N/A,Individual,0,0,2020,24,L,26,Elizaveta Udintcova,Russia,164,2004-02-16T00:00:00.000000,0,"",28,16,16.046543463381244,2
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,3,L,24,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",11,29,27.329226557152634,1
2021-01-22,Eisenerz,Austria,Friday 22.Jan 2021,109,N/A,Individual,0,0,2021,6,L,11,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",3,34,27.425051334702257,2
2021-01-23,Eisenerz,Austria,Saturday 23.Jan 2021,109,N/A,Individual,0,0,2021,7,L,15,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",1,33,27.42778918548939,3
2021-01-24,Eisenerz,Austria,Sunday 24.Jan 2021,109,N/A,Individual,0,0,2021,8,L,22,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,30,27.430527036276523,4
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,10,L,17,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",3,27,27.523613963039015,5
2021-03-12,Nizhniy Tagil,Russia,Friday 12.Mar 2021,97,N/A,Individual,0,0,2021,11,L,11,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",3,15,27.55920602327173,6
2021-03-13,Nizhniy Tagil,Russia,Saturday 13.Mar 2021,97,5,Mass Start,1,0,2021,12,L,8,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",2,12,27.561943874058862,7
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,14,L,15,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",8,26,28.28747433264887,8
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,15,L,18,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",8,26,28.290212183436,9
2021-12-17,Ramsau,Austria,World Cup,98,5,Individual,0,0,2022,18,L,20,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",14,24,28.32580424366872,10
2022-02-11,Lillehammer,Norway,Friday 11.Feb 2022,98,5,Individual,0,0,2022,24,L,11,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",4,20,28.479123887748116,11
2022-02-12,Lillehammer,Norway,Saturday 12.Feb 2022,98,4.5,Team Sprint,0,1,2022,25,L,5,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,1,5,4-1,7,28.48186173853525,12
2022-02-13,Lillehammer,Norway,Sunday 13.Feb 2022,98,5,Individual,0,0,2022,28,L,10,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,19,28.484599589322382,13
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,10,L,14,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",8,28,29.284052019164957,14
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,11,L,15,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,28,29.286789869952088,15
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,14,L,12,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",5,26,29.322381930184804,16
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,16,L,12,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",5,25,29.325119780971935,17
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,18,L,10,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,18,29.385352498288842,18
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,26,L,9,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",2,23,29.478439425051334,19
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,28,L,9,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",4,21,29.481177275838466,20
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,32,L,13,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,23,29.51403148528405,21
2023-03-03,Eisenerz,Austria,Friday 3.Mar 2023,109,5,Individual,0,0,2023,33,L,1,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",1,18,29.533196440793976,22
2023-03-11,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2023,36,L,10,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,19,29.555099247091032,23
2023-08-26,Oberwiesenthal,Germany,Saturday 26.Aug 2023,105,5,Individual,0,0,2024,3,L,6,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",2,18,30.015058179329227,24
2023-08-30,Oberstdorf,Germany,Wednesday 30.Aug 2023,106,5,Individual,0,0,2024,4,L,6,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",2,20,30.026009582477755,25
2023-09-03,Villach,Austria,Sunday 3.Sep 2023,98,5,Individual,0,0,2024,6,L,3,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",1,17,30.036960985626283,26
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,9,L,9,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",3,18,30.28062970568104,27
2023-12-02,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,10,L,8,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",3,18,30.28336755646817,28
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,13,L,18,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",12,22,30.31895961670089,29
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,14,L,16,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",2,23,30.321697467488022,30
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,17,L,10,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,22,30.39835728952772,31
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,18,L,18,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",4,21,30.40109514031485,32
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,22,L,17,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",15,21,30.43668720054757,33
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,28,L,9,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",5,19,30.472279260780287,34
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,30,L,9,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",2,19,30.475017111567418,35
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,31,L,10,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,19,30.477754962354553,36
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,37,L,15,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,24,30.55167693360712,37
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,39,L,16,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",14,22,30.573579739904176,38
2024-08-28,Oberstdorf,Germany,Wednesday 28.Aug 2024,137,5,Individual Compact,0,0,2025,2,L,6,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",1,13,31.02258726899384,39
2024-08-31,Chaux-Neuve,France,Saturday 31.Aug 2024,118,5,Individual,0,0,2025,3,L,4,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",1,11,31.030800821355236,40
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,9,L,10,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",4,28,31.29637234770705,41
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,10,L,26,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",7,29,31.29911019849418,42
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,11,L,11,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,22,31.3347022587269,43
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,26,L,19,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",13,26,31.449691991786448,44
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,27,L,24,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",15,24,31.45242984257358,45
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,39,L,17,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",11,24,31.567419575633128,46
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,40,L,25,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",10,25,31.57015742642026,47
2020-02-22,Villach,Austria,Saturday 22.Feb 2020,65,4,Individual,0,0,2020,21,L,13,Asia Marcato,Italy,166,2003-12-18T00:00:00.000000,0,"",12,13,16.18069815195072,1
2020-02-23,Villach,Austria,Sunday 23.Feb 2020,65,2,Team,0,1,2020,22,L,4,Asia Marcato,Italy,166,2003-12-18T00:00:00.000000,1,4,4-1,4,16.18343600273785,2
2020-10-17,Klingenthal,Germany,Saturday 17.Oct 2020,85,N/A,Individual,0,0,2021,1,L,25,Asia Marcato,Italy,166,2003-12-18T00:00:00.000000,0,"",18,30,16.83230663928816,3
2020-10-18,Klingenthal,Germany,Sunday 18.Oct 2020,85,N/A,Individual,0,0,2021,2,L,23,Asia Marcato,Italy,166,2003-12-18T00:00:00.000000,0,"",21,28,16.83504449007529,4
2020-12-19,Seefeld,Austria,Saturday 19.Dec 2020,109,N/A,Individual,0,0,2021,4,L,22,Asia Marcato,Italy,166,2003-12-18T00:00:00.000000,0,"",17,23,17.00479123887748,5
2020-02-22,Villach,Austria,Saturday 22.Feb 2020,65,2,Individual,0,0,2020,20,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",11,1,14.13826146475017,1
2020-02-23,Villach,Austria,Sunday 23.Feb 2020,65,2,Team,0,1,2020,22,L,1,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,2,1,1-2,1,14.140999315537304,2
2021-09-11,Oberwiesenthal,Germany,Saturday 11.Sep 2021,106,5,Individual,0,0,2022,8,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",6,1,15.690622861054072,3
2021-09-25,Tschagguns,Austria,Saturday 25.Sep 2021,108,5,Individual,0,0,2022,10,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,2,15.72895277207392,4
2021-09-26,Tschagguns,Austria,Sunday 26.Sep 2021,108,2.5,Individual,0,0,2022,11,L,5,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",7,3,15.731690622861054,5
2021-12-18,Seefeld,Austria,Saturday 18.Dec 2021,109,5,Individual,0,0,2022,19,L,5,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",9,1,15.958932238193018,6
2021-12-19,Seefeld,Austria,Sunday 19.Dec 2021,109,2.5,Individual,0,0,2022,20,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",6,1,15.961670088980151,7
2022-01-15,Schonach,Germany,Saturday 15.Jan 2022,106,5,Individual,0,0,2022,22,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",6,3,16.035592060232716,8
2022-01-16,Schonach,Germany,Sunday 16.Jan 2022,106,2.5,Individual,0,0,2022,23,L,6,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",8,2,16.03832991101985,9
2022-02-12,Kranj,Slovenia,Saturday 12.Feb 2022,109,5,Individual,0,0,2022,26,L,1,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",5,2,16.112251882272417,10
2022-02-13,Kranj,Slovenia,Sunday 13.Feb 2022,109,2.5,Individual,0,0,2022,27,L,1,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",3,2,16.11498973305955,11
2022-02-18,Eisenerz,Austria,Friday 18.Feb 2022,109,5,Individual,0,0,2022,29,L,12,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",18,7,16.128678986995208,12
2022-02-20,Eisenerz,Austria,Sunday 20.Feb 2022,109,5,Individual,0,0,2022,30,L,8,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",14,5,16.134154688569474,13
2022-03-02,Zakopane,Poland,Junior World Championship,105,5,Individual,0,0,2022,31,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",7,1,16.161533196440793,14
2022-03-12,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,33,L,15,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",20,2,16.188911704312115,15
2022-03-13,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,35,L,14,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",17,4,16.191649555099247,16
2022-08-28,Oberwiesenthal,Germany,Sunday 28.Aug 2022,105,5,Individual,0,0,2023,2,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",3,4,16.65160848733744,17
2022-08-31,Oberstdorf,Germany,Wednesday 31.Aug 2022,106,5,Individual,0,0,2023,3,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",2,3,16.659822039698835,18
2022-09-03,Tschagguns,Austria,Saturday 3.Sep 2022,108,5,Individual,0,0,2023,4,L,1,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",1,5,16.66803559206023,19
2022-09-04,Tschagguns,Austria,Sunday 4.Sep 2022,108,5,Individual,0,0,2023,5,L,6,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",8,4,16.670773442847363,20
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,10,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,5,16.914442162902123,21
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,11,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,4,16.917180013689254,22
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,14,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",3,7,16.95277207392197,23
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,16,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",3,8,16.9555099247091,24
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,18,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,9,17.01574264202601,25
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,22,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",2,3,17.06776180698152,26
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,23,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",2,8,17.07049965776865,27
2023-02-03,Whistler,Canada,Junior World Championship,104,5,Individual,0,0,2023,24,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,2,17.086926762491444,28
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,26,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",8,5,17.1088295687885,29
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,28,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",3,9,17.111567419575632,30
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,32,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",2,4,17.144421629021217,31
