Date,City,Country,Sex,HillSize,RaceType,TeamEvent,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Length1,Length2,Points,Pelo,Elo,pred_Pelo,pred_Elo
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Reinhard Schwarzenberger,Austria,226,1998,0,1977-01-07T00:00:00.000000,21.14715947980835,92,0,146.5,0.0,136.3,1347.5826751405873,1340.4452738694993,1347.5826751405873,1340.4452738694993
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Martin Zimmermann,Austria,372,1998,0,1978-09-01T00:00:00.000000,19.498973305954824,4,0,163.0,114.0,5.0,1288.4180686234306,1290.155358329916,1288.4180686234306,1290.155358329916
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Rickard Froeier,Sweden,359,1998,0,1980-08-31T00:00:00.000000,17.50034223134839,9,0,120.0,0.0,103.5,1274.401524357125,1278.2412957035563,1274.401524357125,1278.2412957035563
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Jan Halvardsson,Sweden,428,1998,0,1976-07-26T00:00:00.000000,21.598904859685145,4,0,110.5,0.0,86.6,1269.146294231602,1273.7743500968618,1269.146294231602,1273.7743500968618
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Alessio Dunnhofer,Italy,507,1998,0,1974-01-31T00:00:00.000000,23.983572895277206,4,0,90.0,0.0,109.8,1233.1758698632825,1243.19948938379,1233.1758698632825,1243.19948938379
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Robert Mateja,Poland,218,1998,0,1974-10-05T00:00:00.000000,23.405886379192335,48,0,156.0,182.5,32.0,1303.9982837819034,1303.3985412146178,1303.9982837819034,1303.3985412146178
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Kazuhiro Nakamura,Japan,310,1998,0,1980-09-01T00:00:00.000000,17.49760438056126,6,0,146.0,0.0,138.2,1310.1348866074866,1308.6146536163635,1310.1348866074866,1308.6146536163635
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Adam Malysz,Poland,5,1998,0,1977-12-03T00:00:00.000000,20.243668720054757,83,0,112.0,0.0,88.9,1254.2709059302135,1261.1302700406816,1254.2709059302135,1261.1302700406816
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Jaroslav Sakala,Czechia,309,1998,0,1969-07-14T00:00:00.000000,28.533880903490758,179,0,111.0,0.0,385.6,1392.2269332884846,1378.392893295212,1392.2269332884846,1378.392893295212
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Kazuya Yoshioka,Japan,87,1998,0,1978-09-09T00:00:00.000000,19.378507871321013,28,0,158.0,177.0,622.0,1330.7700042535673,1326.1545036155321,1330.7700042535673,1326.1545036155321
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Sylvain Freiholz,Switzerland,286,1998,0,1974-11-23T00:00:00.000000,23.27173169062286,148,0,130.0,0.0,117.0,1264.3733254012197,1269.7173265910367,1264.3733254012197,1269.7173265910367
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Frode Haare,Norway,376,1998,0,1972-12-10T00:00:00.000000,25.22381930184805,20,0,163.5,155.5,15.0,1301.5679511891672,1301.332758510792,1301.5679511891672,1301.332758510792
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Wilhelm Brenna,Norway,370,1998,0,1979-10-08T00:00:00.000000,18.39561943874059,7,0,145.0,0.0,132.0,1285.4359779647116,1287.6205812700048,1285.4359779647116,1287.6205812700048
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Ari Pekka Nikkola,Finland,409,1998,0,1969-05-16T00:00:00.000000,28.79397672826831,222,0,148.0,0.0,136.6,1413.39392060142,1396.384832511207,1413.39392060142,1396.384832511207
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Kjell Erik Sagbakken,Norway,388,1998,0,1970-12-05T00:00:00.000000,27.238877481177276,3,0,164.0,141.0,10.0,1271.5122371986165,1275.785401618824,1271.5122371986165,1275.785401618824
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Jakub Janda,Czechia,23,1998,0,1978-04-27T00:00:00.000000,19.8466803559206,18,0,138.0,0.0,128.1,1248.2525134660043,1256.0146364461036,1248.2525134660043,1256.0146364461036
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Kazuyoshi Funaki,Japan,106,1998,0,1975-04-27T00:00:00.000000,22.847364818617386,95,0,154.5,171.0,22.0,1509.525071313059,1478.0963106161,1509.525071313059,1478.0963106161
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Mika Laitinen,Finland,364,1998,0,1973-03-05T00:00:00.000000,24.99110198494182,108,0,135.5,0.0,123.6,1330.5004673801125,1325.9253972730955,1330.5004673801125,1325.9253972730955
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Jouko Hein,Estonia,429,1998,0,1980-02-23T00:00:00.000000,18.02053388090349,1,0,113.0,0.0,90.1,1271.7739092943634,1276.0078229002088,1271.7739092943634,1276.0078229002088
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Martin Hoellwarth,Austria,197,1998,0,1974-04-13T00:00:00.000000,23.88501026694045,121,0,157.5,153.0,12.0,1277.7485793859157,1281.0862924780283,1277.7485793859157,1281.0862924780283
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Stian Kvarstad,Norway,407,1998,0,1973-01-25T00:00:00.000000,25.097878165639973,8,0,157.5,159.5,14.0,1338.0054017030964,1332.304591447632,1338.0054017030964,1332.304591447632
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Kristian Brenden,Norway,351,1998,0,1976-06-12T00:00:00.000000,21.71937029431896,47,0,169.5,169.0,29.0,1414.6412743861308,1397.4450832282112,1414.6412743861308,1397.4450832282112
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Bruno Reuteler,Switzerland,368,1998,0,1971-04-02T00:00:00.000000,26.915811088295687,88,0,164.0,148.0,13.0,1338.3423593462644,1332.5910054443248,1338.3423593462644,1332.5910054443248
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Michal Dolezal,Czechia,291,1998,0,1978-03-11T00:00:00.000000,19.876796714579054,35,0,120.0,0.0,202.8,1208.2442114122664,1222.0075797004265,1208.2442114122664,1222.0075797004265
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Masahiko Harada,Japan,184,1998,0,1968-05-09T00:00:00.000000,29.812457221081452,152,0,172.0,0.0,4.0,1334.4954486000743,1329.321131310063,1334.4954486000743,1329.321131310063
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Sturle Holseter,Norway,408,1998,0,1976-04-09T00:00:00.000000,21.894592744695412,57,0,145.0,0.0,136.5,1302.140470648872,1301.8194000515412,1302.140470648872,1301.8194000515412
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Michael Kury,Austria,417,1998,0,1978-08-30T00:00:00.000000,19.50444900752909,12,0,115.0,0.0,91.5,1256.484698861098,1263.0119940319332,1256.484698861098,1263.0119940319332
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Christof Duffner,Germany,289,1998,0,1971-12-16T00:00:00.000000,26.209445585215605,146,0,147.5,0.0,136.0,1375.7662096106585,1364.4012781690597,1375.7662096106585,1364.4012781690597
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Falko Krismayr,Austria,395,1998,0,1979-03-17T00:00:00.000000,18.9596167008898,4,0,142.0,0.0,128.9,1295.8193353306633,1296.4464350310639,1295.8193353306633,1296.4464350310639
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Espen Bredesen,Norway,371,1998,0,1968-02-02T00:00:00.000000,30.078028747433265,176,0,169.5,129.5,8.0,1408.3741620734902,1392.1180377624667,1408.3741620734902,1392.1180377624667
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Alexander Korobov,Kazakhstan,384,1998,0,1978-04-01T00:00:00.000000,19.917864476386036,11,0,106.0,0.0,79.7,1153.7539654888333,1175.6908706655083,1153.7539654888333,1175.6908706655083
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Sven Hannawald,Germany,246,1998,0,1974-11-09T00:00:00.000000,23.310061601642712,49,0,163.5,160.0,18.0,1422.2035007263705,1403.872975617415,1422.2035007263705,1403.872975617415
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Roar Ljøkelsøy,Norway,135,1998,0,1976-05-31T00:00:00.000000,21.752224503764545,115,0,155.5,175.0,26.0,1426.1210884022798,1407.2029251419378,1426.1210884022798,1407.2029251419378
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Jan Zelencik,Slovakia,422,1998,0,1979-10-17T00:00:00.000000,18.275154004106774,4,0,113.0,0.0,180.1,1262.138554797795,1267.8177715781258,1262.138554797795,1267.8177715781258
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Jakub Suchacek,Czechia,462,1998,0,1978-11-17T00:00:00.000000,19.28815879534565,83,0,143.0,0.0,134.1,1368.5460147322956,1358.2641125224511,1368.5460147322956,1358.2641125224511
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Hansjoerg Jaekle,Germany,315,1998,0,1971-10-19T00:00:00.000000,26.368240930869266,102,0,172.0,151.0,16.0,1390.0514419152046,1376.5437256279238,1390.0514419152046,1376.5437256279238
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Peter Zonta,Slovenia,216,1998,0,1979-01-09T00:00:00.000000,19.143052703627653,38,0,129.5,0.0,110.9,1248.3465725787396,1256.0945866919287,1248.3465725787396,1256.0945866919287
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Sepp Zehnder Jr,Switzerland,504,1998,0,1974-12-18T00:00:00.000000,23.104722792607802,17,0,97.0,0.0,58.4,1197.3293475409182,1212.7299454097806,1197.3293475409182,1212.7299454097806
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Martin Schmitt,Germany,55,1998,0,1978-01-29T00:00:00.000000,20.087611225188226,25,0,155.5,152.5,9.0,1313.715203162182,1311.6579226878546,1313.715203162182,1311.6579226878546
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Kurt Børseth,Norway,424,1998,0,1973-05-21T00:00:00.000000,24.777549623545518,6,0,126.5,0.0,106.8,1297.0766395406358,1297.5151436095405,1297.0766395406358,1297.5151436095405
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Henning Stensrud,Norway,193,1998,0,1977-08-20T00:00:00.000000,20.432580424366872,20,0,188.0,186.5,733.7,1377.1203313176138,1365.5522816199716,1377.1203313176138,1365.5522816199716
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Alexander Herr,Germany,225,1998,0,1978-10-04T00:00:00.000000,19.408624229979466,15,0,140.5,0.0,130.1,1284.9770310278152,1287.230476373643,1284.9770310278152,1287.230476373643
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Vladimir Rosko,Slovakia,430,1998,0,1974-09-17T00:00:00.000000,23.45516769336071,15,0,131.0,0.0,117.7,1196.6358875462477,1212.1405044143105,1196.6358875462477,1212.1405044143105
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Kimmo Savolainen,Finland,410,1998,0,1974-08-02T00:00:00.000000,23.482546201232033,50,0,169.0,177.5,658.1,1328.0701813366134,1323.8596541361214,1328.0701813366134,1323.8596541361214
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Akira Higashi,Japan,144,1998,0,1972-01-07T00:00:00.000000,26.1492128678987,53,0,157.0,181.0,36.0,1425.1246871556732,1406.3559840823223,1425.1246871556732,1406.3559840823223
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Urban Franc,Slovenia,404,1998,0,1975-06-05T00:00:00.000000,22.740588637919235,81,0,142.0,0.0,131.4,1328.868546808133,1324.538264786913,1328.868546808133,1324.538264786913
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Noriaki Kasai,Japan,30,1998,0,1972-06-06T00:00:00.000000,25.73579739904175,140,0,180.0,168.0,60.0,1404.486722489632,1388.8137141161872,1404.486722489632,1388.8137141161872
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Sergey Bobrov,Belarus,499,1998,0,1974-02-03T00:00:00.000000,23.975359342915812,3,0,95.0,0.0,116.9,1241.4970213114216,1250.2724681147083,1241.4970213114216,1250.2724681147083
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Roberto Cecon,Italy,256,1998,0,1971-12-28T00:00:00.000000,26.078028747433265,174,0,164.5,165.5,617.1,1369.8950525738828,1359.4107946878003,1369.8950525738828,1359.4107946878003
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Martin Mesik,Slovakia,201,1998,0,1979-10-17T00:00:00.000000,18.373716632443532,24,0,135.0,0.0,118.5,1216.7006893271434,1229.195585928072,1216.7006893271434,1229.195585928072
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Damjan Fras,Slovenia,247,1998,0,1973-02-21T00:00:00.000000,25.023956194387406,21,0,147.0,0.0,134.9,1258.7386741744738,1264.9278730483027,1258.7386741744738,1264.9278730483027
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Janne Ahonen,Finland,58,1998,0,1977-05-11T00:00:00.000000,20.807665982203968,140,0,158.0,176.5,24.0,1502.0428062138299,1471.7363852817552,1502.0428062138299,1471.7363852817552
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Jakub Jiroutek,Czechia,330,1998,0,1977-08-13T00:00:00.000000,20.550308008213552,25,0,158.0,185.5,45.0,1338.5562717016555,1332.772830946407,1338.5562717016555,1332.772830946407
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Tom Sandvold,Norway,426,1998,0,1978-12-17T00:00:00.000000,19.203285420944557,1,0,135.0,0.0,124.0,1278.866940307808,1282.0368992616368,1278.866940307808,1282.0368992616368
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Dieter Thoma,Germany,390,1998,0,1969-10-19T00:00:00.000000,28.366872005475702,206,0,153.0,0.0,1.0,1477.8534297419294,1451.17541528064,1477.8534297419294,1451.17541528064
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Rico Parpan,Switzerland,393,1998,0,1979-04-14T00:00:00.000000,18.784394250513348,7,0,94.0,0.0,55.8,1253.0070904757442,1260.0560269043826,1253.0070904757442,1260.0560269043826
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Hiroya Saito,Japan,331,1998,0,1970-09-01T00:00:00.000000,27.498973305954824,111,0,185.5,168.5,80.0,1418.3673020828076,1400.6122067703864,1418.3673020828076,1400.6122067703864
1998-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Andrej Lyskovec,Belarus,324,1998,0,1974-10-07T00:00:00.000000,23.301848049281315,5,0,102.0,0.0,157.6,1253.7340281208535,1260.6739239027254,1253.7340281208535,1260.6739239027254
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,1,Martin Schmitt,Germany,55,1999,34,1978-01-29T00:00:00.000000,21.13347022587269,57,0,219.0,214.5,100.0,1311.6579226878546,1365.9056441955893,1300.0,1365.9056441955893
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,2,Kazuyoshi Funaki,Japan,106,1999,34,1975-04-27T00:00:00.000000,23.89322381930185,132,0,190.5,206.5,80.0,1478.0963106161,1507.0899880327433,1300.0,1507.0899880327433
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,3,Christof Duffner,Germany,289,1999,34,1971-12-16T00:00:00.000000,27.255304585900067,175,0,202.5,206.0,60.0,1364.4012781690597,1406.7168315534886,1300.0,1406.7168315534886
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,4,Noriaki Kasai,Japan,30,1999,34,1972-06-06T00:00:00.000000,26.781656399726213,177,0,190.0,201.5,50.0,1388.8137141161872,1425.4983246022048,1300.0,1425.4983246022048
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,5,Janne Ahonen,Finland,58,1999,34,1977-05-11T00:00:00.000000,21.853524982888434,176,0,193.5,197.0,45.0,1471.7363852817552,1495.1163038721293,1300.0,1495.1163038721293
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,6,Olav Magne Dønnem,Norway,283,1999,34,1980-11-21T00:00:00.000000,18.321697467488022,6,0,185.5,199.0,40.0,1300.0,1345.2567817262034,1300.0,1345.2567817262034
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,7,Tommy Ingebrigtsen,Norway,224,1999,34,1977-08-08T00:00:00.000000,21.609856262833674,62,0,204.0,180.0,36.0,1326.109264784735,1365.4393945056395,1300.0,1365.4393945056395
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,8,Andreas Widhölzl,Austria,212,1999,34,1976-10-14T00:00:00.000000,22.425735797399042,128,0,184.0,188.5,32.0,1436.3334314013496,1457.9060447868414,1300.0,1457.9060447868414
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,9,Kristian Brenden,Norway,351,1999,34,1976-06-12T00:00:00.000000,22.765229295003422,79,0,191.5,184.5,29.0,1397.4450832282112,1422.2298877733367,1300.0,1422.2298877733367
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,10,Sven Hannawald,Germany,246,1999,34,1974-11-09T00:00:00.000000,24.355920602327174,86,0,184.5,191.5,26.0,1403.872975617415,1425.620241234211,1300.0,1425.620241234211
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,11,Nicolas Dessum,France,238,1999,34,1977-02-20T00:00:00.000000,22.072553045859,128,0,190.0,179.5,24.0,1307.7492267929622,1341.2035818930638,1300.0,1341.2035818930638
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,12,Reinhard Schwarzenberger,Austria,226,1999,34,1977-01-07T00:00:00.000000,22.193018480492814,126,0,190.0,179.5,22.0,1340.4452738694993,1367.0088854795076,1300.0,1367.0088854795076
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,13,Martin Hoellwarth,Austria,197,1999,34,1974-04-13T00:00:00.000000,24.930869267624914,154,0,185.5,182.0,20.0,1281.0862924780283,1314.1111679072203,1300.0,1314.1111679072203
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,14,Dieter Thoma,Germany,390,1999,34,1969-10-19T00:00:00.000000,29.412731006160165,240,0,189.0,176.5,18.0,1451.17541528064,1457.9677209890167,1300.0,1457.9677209890167
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,15,Roland Audenrieth,Germany,312,1999,34,1979-07-02T00:00:00.000000,19.71252566735113,11,0,189.0,179.5,16.0,1300.0,1326.032291930285,1300.0,1326.032291930285
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,16,Jakub Suchacek,Czechia,462,1999,34,1978-11-17T00:00:00.000000,20.334017796030118,112,0,190.0,172.5,15.0,1358.2641125224511,1373.6976828950142,1300.0,1373.6976828950142
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,17,Kazuya Yoshioka,Japan,87,1999,34,1978-09-09T00:00:00.000000,20.52292950034223,58,0,185.5,176.5,14.0,1326.1545036155321,1344.1175050746917,1300.0,1344.1175050746917
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,18,Wolfgang Loitzl,Austria,22,1999,34,1980-01-13T00:00:00.000000,19.17864476386037,43,0,181.5,174.0,13.0,1300.0,1319.6241286649788,1300.0,1319.6241286649788
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,19,Masahiko Harada,Japan,184,1999,34,1968-05-09T00:00:00.000000,30.858316221765914,187,0,187.0,178.5,12.0,1329.321131310063,1342.551123353513,1300.0,1342.551123353513
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,20,Hansjoerg Jaekle,Germany,315,1999,34,1971-10-19T00:00:00.000000,27.41409993155373,134,0,179.5,181.5,11.0,1376.5437256279238,1380.8006476775336,1300.0,1380.8006476775336
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,21,Kazuhiro Nakamura,Japan,310,1999,34,1980-09-01T00:00:00.000000,18.543463381245722,16,0,178.0,177.0,10.0,1308.6146536163635,1320.5829444725819,1300.0,1320.5829444725819
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,22,Andreas Goldberger,Austria,234,1999,34,1972-11-29T00:00:00.000000,26.299794661190965,188,0,180.0,169.5,9.0,1475.32162628279,1461.9395151359697,1300.0,1461.9395151359697
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,23,Stefan Horngacher,Austria,307,1999,34,1969-09-20T00:00:00.000000,29.492128678986994,181,0,186.0,172.5,8.0,1321.683029316461,1327.4803663969958,1300.0,1327.4803663969958
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,24,Ville Kantee,Finland,305,1999,34,1978-12-08T00:00:00.000000,20.27652292950034,52,0,190.5,156.5,7.0,1314.743512044541,1319.4138052445091,1300.0,1319.4138052445091
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,25,Risto Jussilainen,Finland,220,1999,34,1975-06-10T00:00:00.000000,23.772758384668034,37,0,174.5,171.0,6.0,1295.6421232889184,1300.9432767825656,1300.0,1300.9432767825656
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,26,Miha Rihtar,Slovenia,406,1999,34,1981-03-04T00:00:00.000000,18.039698836413415,9,0,175.0,170.0,5.0,1300.0,1302.5356932908292,1300.0,1302.5356932908292
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,27,Robert Mateja,Poland,218,1999,34,1974-10-05T00:00:00.000000,24.451745379876797,70,0,182.0,162.5,4.0,1303.3985412146178,1303.3064641414785,1300.0,1303.3064641414785
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,28,Lasse Ottesen,Norway,336,1999,34,1974-04-08T00:00:00.000000,24.944558521560573,178,0,184.0,153.5,3.0,1472.116089027808,1446.319037118511,1300.0,1446.319037118511
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,29,Primoz Peterka,Slovenia,172,1999,34,1979-02-28T00:00:00.000000,20.05201916495551,95,0,181.0,151.5,2.0,1464.5461699947552,1437.57123717956,1300.0,1437.57123717956
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,30,Roar Ljøkelsøy,Norway,135,1999,34,1976-05-31T00:00:00.000000,22.798083504449007,144,0,177.0,141.5,1.0,1407.2029251419378,1385.7645325157403,1300.0,1385.7645325157403
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,31,Jakub Jiroutek,Czechia,330,1999,34,1977-08-13T00:00:00.000000,21.596167008898014,39,0,167.0,0.0,150.9,1332.772830946407,1319.8677638959455,1300.0,1319.8677638959455
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,32,Jerome Gay,France,369,1999,34,1975-02-09T00:00:00.000000,24.10403832991102,72,0,167.5,0.0,150.5,1273.8883668776014,1267.3544450376514,1300.0,1267.3544450376514
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,33,Alan Alborn,USA,219,1999,34,1980-12-13T00:00:00.000000,18.261464750171115,13,0,165.0,0.0,147.0,1300.0,1287.5833123384482,1300.0,1287.5833123384482
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,34,Wilfried Eberharter,Austria,350,1999,34,1980-06-03T00:00:00.000000,18.78986995208761,10,0,163.0,0.0,146.6,1300.0,1285.4472579166795,1300.0,1285.4472579166795
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,35,Adam Malysz,Poland,5,1999,34,1977-12-03T00:00:00.000000,21.28952772073922,100,0,162.0,0.0,145.4,1261.1302700406816,1249.9914808460728,1300.0,1249.9914808460728
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,36,Kjell Erik Sagbakken,Norway,388,1999,34,1970-12-05T00:00:00.000000,28.28473648186174,7,0,161.0,0.0,143.7,1275.785401618824,1260.437364205188,1300.0,1260.437364205188
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,37,Matej Uram,Slovakia,349,1999,34,1983-05-30T00:00:00.000000,15.80287474332649,4,0,164.5,0.0,143.4,1300.0,1279.0390946513735,1300.0,1279.0390946513735
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,38,Lukasz Kruczek,Poland,314,1999,34,1975-11-01T00:00:00.000000,23.378507871321013,27,0,161.5,0.0,142.8,1219.418375166382,1207.5829107171658,1300.0,1207.5829107171658
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,39,Rico Parpan,Switzerland,393,1999,34,1979-04-14T00:00:00.000000,19.928815879534564,13,0,160.0,0.0,139.5,1260.0560269043826,1239.4558138355123,1300.0,1239.4558138355123
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,39,Karl Heinz Dorner,Austria,363,1999,34,1979-10-25T00:00:00.000000,19.397672826830938,10,0,157.5,0.0,139.5,1300.0,1273.6989585969516,1300.0,1273.6989585969516
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,41,Urban Franc,Slovenia,404,1999,34,1975-06-05T00:00:00.000000,23.786447638603697,84,0,156.5,0.0,136.8,1324.538264786913,1291.4711748984446,1300.0,1291.4711748984446
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,42,Jure Radelj,Slovenia,228,1999,34,1977-11-26T00:00:00.000000,21.308692676249144,39,0,154.5,0.0,134.4,1259.8830869153082,1233.9670023732347,1300.0,1233.9670023732347
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,43,Frank Loeffler,Germany,304,1999,34,1980-08-09T00:00:00.000000,18.60643394934976,3,0,152.5,0.0,131.5,1300.0,1266.2227681207612,1300.0,1266.2227681207612
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,44,Ivan Lunardi,Italy,367,1999,34,1973-05-15T00:00:00.000000,25.842573579739902,79,0,140.0,0.0,109.5,1300.5606545509977,1264.5662997817317,1300.0,1264.5662997817317
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,45,Lucas Chevalier,France,394,1999,34,1976-01-26T00:00:00.000000,23.143052703627653,66,0,132.0,0.0,99.9,1290.3333311643985,1253.678217181208,1300.0,1253.678217181208
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,46,Andreas Küttel,Switzerland,47,1999,34,1979-04-25T00:00:00.000000,19.89869952087611,37,0,128.0,0.0,96.6,1300.0,1259.8146048554552,1300.0,1259.8146048554552
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,47,Masayuki Sato,Japan,303,1999,34,1975-05-07T00:00:00.000000,23.865845311430526,36,0,109.0,0.0,70.8,1275.1353899722596,1236.3832809573328,1300.0,1236.3832809573328
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,48,Jakub Janda,Czechia,23,1999,34,1978-04-27T00:00:00.000000,20.892539356605063,42,0,103.0,0.0,63.6,1256.0146364461036,1217.8238260459289,1300.0,1217.8238260459289
1999-03-19,Planica,Slovenia,M,185,Flying,0,World Cup,49,Robert Meglic,Slovenia,500,1999,34,1974-11-04T00:00:00.000000,24.369609856262834,80,0,99.0,0.0,58.8,1268.9427595102559,1226.7974855474351,1300.0,1226.7974855474351
1999-03-20,Planica,Slovenia,M,185,Flying,0,World Cup,1,Hideharu Miyahira,Japan,229,1999,35,1973-12-21T00:00:00.000000,25.242984257357975,64,0,205.0,192.0,100.0,1343.4685624818776,1392.8789976324608,1300.0,1392.8789976324608
1999-03-20,Planica,Slovenia,M,185,Flying,0,World Cup,2,Martin Schmitt,Germany,55,1999,35,1978-01-29T00:00:00.000000,21.136208076659823,58,0,203.5,202.0,80.0,1365.9056441955893,1409.9341071116046,1300.0,1409.9341071116046
