FIS_Name,Skier,ID,Nation,In_FIS_List,Config_Nation,In_Config,Price,Elo,Distance_Elo,Distance_C_Elo,Distance_F_Elo,Sprint_Elo,Sprint_C_Elo,Sprint_F_Elo,Classic_Elo,Freestyle_Elo,Base_Quota,Is_Host_Nation,Quota,Race1_Prob,Race2_Prob,Race3_Prob,Race4_Prob,Race5_Prob,Race6_Prob
EKBERG Johan,Johan Ekberg,13290.0,Sweden,True,False,False,217,1592.804628345149,1590.9867227790778,1306.3478547320765,1517.0276073659447,1307.9235242164636,1307.0765716372448,1234.1987494727805,1309.0394724192508,1588.4979621256875,6,False,6,1.0,1.0,1.0,1.0,1.0,1.0
STERN Nejc,Nejc Stern,18932.0,Slovenia,True,False,False,217,1322.839777990535,1178.9100841936474,1276.6498464025751,1222.9399704735706,1446.4273971744817,1436.6307206438596,1390.5378951229768,1421.1218517722027,1301.678796378062,4,False,4,1.0,1.0,1.0,1.0,1.0,1.0
VIGANTS Raimo,Raimo Vigants,4153.0,Latvia,True,False,False,217,1216.1644585712124,1173.5181655846168,1188.8074727881926,1185.1313892783744,1348.619276539493,1166.8676240407692,1408.3665375265234,1127.7850098131375,1227.7849266535084,3,False,3,1.0,1.0,1.0,1.0,1.0,1.0
ENGEL Erik,Erik Engel,14049.0,Austria,True,False,False,216,1297.125199704128,1172.988433439158,1284.7119261163573,1218.0363479243963,1419.3533500164804,1398.6614357039402,1354.8277060327414,1380.6212726361005,1278.7304616096017,5,False,5,1.0,1.0,1.0,1.0,1.0,1.0
KAPARKALEJS Lauris,Lauris Kaparkalejs,14054.0,Latvia,True,False,False,216,1075.824398993733,1010.078777456454,1110.982982568516,1065.47318143869,1294.8892684199752,1158.8277833317748,1366.8634795428486,1091.44012495612,1094.4329317594695,3,False,3,1.0,1.0,1.0,1.0,1.0,1.0
MOCELLINI Simone,Simone Mocellini,12168.0,Italy,True,False,False,215,1529.917778103814,1234.0958537129309,1255.234853610736,1251.1728453286114,1569.0337414048674,1517.19442888785,1475.1327722754277,1509.3690753666326,1432.7006804289413,6,True,11,1.0,1.0,1.0,1.0,1.0,1.0
HIMMA Martin,Martin Himma,8092.0,Estonia,True,False,False,215,1367.3458890386587,1427.7544687927789,1348.8780059395394,1389.3100551937384,1239.2048201722455,1229.0631988103603,1252.804540548389,1204.3386011885514,1374.9111906440708,4,False,4,1.0,1.0,1.0,1.0,1.0,1.0
DROLET Remi,Remi Drolet,8051.0,Canada,True,False,False,214,1268.0317444548018,1284.592648275841,1270.534756466023,1275.084922974514,1226.8751657556024,1238.5983178313256,1224.212276969182,1245.4073882246894,1256.849760234523,5,False,5,1.0,,,,,
BRYJA Sebastian,Sebastian Bryja,12700.0,Poland,True,False,False,214,1134.9353984145598,1133.9868836461235,1181.066474393575,1169.488294175861,1230.48387220501,1221.5460326597652,1249.1071091357985,1148.09257136475,1159.0052392911582,3,False,3,1.0,1.0,1.0,1.0,1.0,1.0
ROSJOE Eric,Eric Rosjö,5940.0,Sweden,True,False,False,213,1553.3010571580453,1549.3114141248125,1434.132193712386,1480.292147934399,1261.990663635954,1267.1045879802025,1268.108841110606,1433.698979592603,1540.6307224153977,6,False,6,1.0,1.0,1.0,1.0,1.0,1.0
BOLGER Kevin,Kevin Bolger,9159.0,USA,True,False,False,213,1499.6425222215578,1491.1813734386533,1237.8901915024965,1443.428220659987,1480.1417586480743,1377.8105776480947,1472.6082959588932,1351.9806640746708,1492.976704793994,6,False,6,1.0,1.0,1.0,1.0,1.0,1.0
CRV Vili,Vili Crv,5931.0,Slovenia,True,False,False,213,1396.062334816631,1357.518124705431,1207.030690846405,1309.3679863998825,1383.884112881067,1292.8736140073854,1387.1017226253052,1265.172294599495,1405.0672941318526,4,False,4,1.0,1.0,1.0,1.0,1.0,1.0
ALDER Roman,Roman Alder,19983.0,Switzerland,True,False,False,213,1373.6989827166256,1293.3156621493497,1242.849746455109,1294.204391861591,1518.5455615990857,1302.8803937520968,1528.408612056735,1298.7963474034293,1362.0777176360953,6,False,6,1.0,1.0,1.0,1.0,1.0,1.0
BURY Kamil,Kamil Bury,5182.0,Poland,True,False,False,213,1235.370760290396,1133.6645014452297,1148.7352191769069,1177.8937610835187,1292.2092730166437,1311.300661251173,1270.1242693720494,1243.9440665200896,1221.0032902767482,3,False,3,1.0,,,,,
ALEV Alvar Johannes,Alvar Johannes Alev,1996.0,Estonia,True,False,False,212,1633.9739554496514,1633.1426438164808,1407.8204906303283,1537.2754771607654,1182.5267735598452,1252.7009012285375,1145.72875990637,1412.985521738795,1615.0392675551957,4,False,4,1.0,1.0,1.0,1.0,1.0,1.0
SIMENC Miha,Miha Simenc,2808.0,Slovenia,True,False,False,212,1342.378020567896,1260.749386536097,1265.3009164886896,1238.4479830572536,1409.8665751904582,1319.2983504311178,1439.785766693554,1279.6092006869474,1351.292468918246,4,False,4,1.0,1.0,1.0,1.0,1.0,1.0
GROS Anze,Anze Gros,12796.0,Slovenia,True,False,False,212,1122.8831794613125,1221.3780803320265,1268.9998464025753,1240.208144438914,1170.803082593282,1159.383881315512,1248.1727499912386,1108.5319851658417,1219.8822253970195,4,False,4,1.0,1.0,1.0,1.0,1.0,1.0
MOCH Jakob Elias,Jakob Elias Moch,19936.0,Germany,True,False,False,211,1513.9316689590871,1523.3156621493497,1242.849746455109,1447.5377251949242,1233.1667346381155,1231.3956037511944,1234.1987494727805,1226.7866150998934,1527.237320424322,6,False,6,1.0,1.0,1.0,1.0,1.0,1.0
PUEYO Jaume,Jaume Pueyo,12682.0,Spain,True,False,False,211,1480.4948491925988,1274.447252417535,1242.849746455109,1276.1879386447529,1524.1033291917734,1349.2399707370337,1570.6835333639392,1311.7580504512564,1516.7584236601565,3,False,3,1.0,1.0,1.0,1.0,1.0,1.0
CENEK Jachym,Jachym Cenek,15531.0,Slovakia,True,False,False,0,1304.4748891044524,1220.426890604964,1242.849746455109,1233.101093756004,1325.5368631749889,1292.645224663169,1330.877904682908,1287.9431076802832,1310.8691461320018,2,False,2,1.0,,,,,
HINDS Peter,Peter Hinds,14864.0,Slovakia,True,False,False,0,1199.822854585541,1208.3156621493497,1242.849746455109,1237.5377251949242,1293.9569416854356,1231.3956037511944,1294.154517106139,1226.7866150998934,1198.9872580030503,2,False,2,1.0,1.0,1.0,1.0,1.0,1.0
DOTSENKO Andriy,Andriy Dotsenko,20563.0,Ukraine,True,False,False,0,1167.832652048177,1196.7729069139086,1253.8976562790597,1231.3795462317782,1237.9209370161543,1255.3224255815646,1252.463432291319,1226.307202942527,1201.4770751141425,2,False,2,1.0,,,,,
COJOCARU Gabriel,Gabriel Cojocaru,16169.0,Romania,True,False,False,0,1166.438540695831,1182.1294436096014,1267.2857056300156,1227.5377251949242,1269.2285832878597,1231.3956037511944,1268.0225171800423,1262.432548971454,1173.542772612011,2,False,2,1.0,1.0,1.0,1.0,1.0,1.0
JARECKI Piotr,Piotr Jarecki,15530.0,Poland,True,False,False,0,1123.3766725351634,1162.6363704677449,1217.6685589230715,1203.6878850727037,1176.2713636329486,1160.729357507483,1344.6077125658387,1087.9388700850811,1192.9894488939717,3,False,3,1.0,1.0,1.0,1.0,1.0,1.0
SAVART Stevenson,Stevenson Stavart,19979.0,Haiti,True,False,False,0,1028.8800618183866,1066.472685536099,1277.6745945189048,1141.564087498095,1195.0822599714493,1262.0254893000736,1196.2087585144354,1249.3330305149098,1041.998381374008,2,False,2,1.0,1.0,1.0,1.0,1.0,1.0
MILOSAVLJEVIC Milos,Milos Milosavljevic,12094.0,Serbia,True,False,False,0,982.3166874825142,1046.7133086424649,1259.7301500744602,1117.6878606804291,1089.140786680652,1179.6769249557003,1086.615875580157,1174.654617759738,1002.588000455614,2,False,2,1.0,1.0,1.0,1.0,1.0,1.0
ROMANCHENKO Dmytro,Dmytro Romanchenko,13179.0,Ukraine,True,False,False,0,960.7841750816824,1014.181686006194,1138.0086099467592,1126.542478414668,1136.6627860393646,1133.5818740714958,1234.1987494727805,1017.564706384008,1071.681281760598,2,False,2,1.0,1.0,1.0,1.0,1.0,1.0
KONYA Adam,Adam Konya,2259.0,Hungary,True,False,False,0,927.3684092485704,952.2679244596628,1112.4692519317257,1008.4834285569268,1052.7552962194452,1109.4025397507687,1081.1499575923078,1038.3410081586844,963.9716002905596,2,False,2,1.0,1.0,1.0,1.0,1.0,1.0
FODSTAD Fredrik,Fredrik FODSTAD,,COL,True,False,False,0,,,,,,,,,,2,False,2,1.0,,,,,
