Date,City,Country,Event,HillSize,RaceType,TeamEvent,Season,Race,Sex,Place,Skier,Nation,ID,Birthday,Leg,TeamID,Length1,Length2,Points,Age,Exp
2025-02-07,Lake Placid,USA,World Cup,128,Large,0,2025,16,L,11,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,24.0,28.711841204654345,250
2025-02-08,Lake Placid,USA,World Cup,128,Large,0,2025,17,L,7,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,36.0,28.71457905544148,251
2025-02-15,Ljubno,Slovenia,World Cup,94,Normal,0,2025,18,L,7,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,36.0,28.7337440109514,252
2025-02-16,Ljubno,Slovenia,World Cup,94,Normal,0,2025,19,L,5,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,45.0,28.736481861738536,253
2025-02-22,Hinzenbach,Austria,World Cup,90,Normal,0,2025,20,L,9,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,29.0,28.752908966461327,254
2025-02-23,Hinzenbach,Austria,World Cup,90,Normal,0,2025,21,L,7,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,36.0,28.755646817248458,255
2025-02-28,Trondheim,Norway,World Championship,102,Normal,0,2025,22,L,19,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,190.8,28.76933607118412,256
2025-03-01,Trondheim,Norway,World Championship,102,Team Normal,1,2025,23,L,3,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,2,12,91.5,86.0,846.5,28.772073921971252,257
2025-03-07,Trondheim,Norway,World Championship,138,Large,0,2025,24,L,19,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,88.1,28.788501026694046,258
2025-03-13,Holmenkollen,Norway,World Cup,134,Large,0,2025,25,L,18,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,13.0,28.804928131416837,259
2025-03-15,Vikersund,Norway,World Cup,240,Flying,0,2025,26,L,9,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,29.0,28.810403832991103,260
2025-03-20,Lahti,Finland,World Cup,130,Large,0,2025,27,L,7,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,36.0,28.824093086926762,261
2025-03-21,Lahti,Finland,World Cup,130,Large,0,2025,28,L,5,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",,,45.0,28.826830937713893,262
2025-11-22,Lillehammer,Norway,World Cup,140,Large,0,2026,1,L,6,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,40.0,29.50034223134839,1
2025-11-23,Lillehammer,Norway,World Cup,140,Large,0,2026,2,L,4,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,50.0,29.503080082135522,2
2025-11-28,Falun,Sweden,World Cup,95,Normal,0,2026,3,L,7,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,36.0,29.516769336071185,3
2025-11-30,Falun,Sweden,World Cup,132,Large,0,2026,4,L,8,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,32.0,29.522245037645447,4
2025-12-04,Wisla,Poland,World Cup,134,Large,0,2026,5,L,12,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,22.0,29.533196440793976,5
2025-12-05,Wisla,Poland,World Cup,134,Large,0,2026,6,L,19,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,12.0,29.535934291581107,6
2025-12-12,Klingenthal,Germany,World Cup,140,Large,0,2026,7,L,13,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,20.0,29.555099247091032,7
2025-12-13,Klingenthal,Germany,World Cup,140,Large,0,2026,8,L,12,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,22.0,29.557837097878163,8
2025-12-20,Engelberg,Switzerland,World Cup,140,Large,0,2026,9,L,12,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,22.0,29.57700205338809,9
2025-12-21,Engelberg,Switzerland,World Cup,140,Large,0,2026,10,L,3,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,60.0,29.579739904175224,10
2025-12-31,Garmisch,Germany,World Cup,142,Large,0,2026,11,L,8,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,32.0,29.607118412046542,11
2026-01-01,Oberstdorf,Germany,World Cup,137,Large,0,2026,12,L,11,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,24.0,29.609856262833674,12
2026-01-05,Villach,Austria,World Cup,98,Normal,0,2026,13,L,10,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,26.0,29.620807665982202,13
2026-01-06,Villach,Austria,World Cup,98,Normal,0,2026,14,L,10,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,26.0,29.623545516769337,14
2026-01-10,Ljubno,Slovenia,World Cup,94,Normal,0,2026,15,L,5,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,45.0,29.634496919917865,15
2026-01-11,Ljubno,Slovenia,World Cup,94,Normal,0,2026,16,L,3,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,60.0,29.637234770704996,16
2026-01-16,Zhangjiakou,China,World Cup,140,Large,0,2026,17,L,12,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,22.0,29.650924024640656,17
2026-01-17,Zhangjiakou,China,World Cup,140,Large,0,2026,18,L,10,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,26.0,29.65366187542779,18
2026-01-20,Zao,Japan,World Cup,102,Normal,0,2026,19,L,29,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,2.0,29.661875427789184,19
2026-01-21,Zao,Japan,World Cup,102,Normal,0,2026,20,L,17,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,14.0,29.66461327857632,20
2026-01-24,Sapporo,Japan,World Cup,137,Large,0,2026,21,L,14,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,18.0,29.672826830937712,21
2026-01-25,Sapporo,Japan,World Cup,137,Large,0,2026,22,L,9,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,29.0,29.675564681724847,22
2026-01-31,Willingen,Germany,World Cup,147,Large,0,2026,23,L,8,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,32.0,29.691991786447637,23
2026-02-01,Willingen,Germany,World Cup,147,Large,0,2026,24,L,11,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,24.0,29.69472963723477,24
2026-02-07,Predazzo,Italy,Olympic Winter Games,109,Normal,0,2026,25,L,16,Katharina Schmid,Germany,13,1996-05-23T00:00:00.000000,0,"",0.0,0.0,234.1,29.711156741957563,25
2009-02-20,Liberec,Czechia,World Championship,100,Normal,0,2009,1,L,25,Izumi Yamada,Japan,130,1978-08-28T00:00:00.000000,0,"",71.0,59.5,114.0,30.483230663928815,1
2009-02-20,Liberec,Czechia,World Championship,100,Normal,0,2009,1,L,33,Caroline Rochas,France,131,1992-09-29T00:00:00.000000,0,"",59.0,,42.5,16.39425051334702,1
2009-02-20,Liberec,Czechia,World Championship,100,Normal,0,2009,1,L,36,Barbara Stuffer,Italy,132,1989-09-07T00:00:00.000000,0,"",52.0,,22.5,19.45516769336071,1
2011-02-25,Midtstubakken,Norway,World Championship,106,Normal,0,2011,1,L,38,Maria Zotova,Russia,133,1984-01-07T00:00:00.000000,0,"",69.5,,46.6,27.134839151266256,1
2011-02-25,Midtstubakken,Norway,World Championship,106,Normal,0,2011,1,L,42,Cheng Ji,China,134,1993-08-10T00:00:00.000000,0,"",57.5,,22.7,17.544147843942504,1
2012-02-11,Ljubno,Slovenia,World Cup,95,Normal,0,2012,8,L,45,Cheng Ji,China,134,1993-08-10T00:00:00.000000,0,"",58.0,,51.5,18.50513347022587,2
2011-02-25,Midtstubakken,Norway,World Championship,106,Normal,0,2011,1,L,43,Linlin Cui,China,135,1993-04-27T00:00:00.000000,0,"",52.0,,3.0,17.831622176591374,1
2011-12-03,Lillehammer,Norway,World Cup,100,Normal,0,2012,1,L,39,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",78.5,,93.3,18.77344284736482,1
2012-01-07,Hinterzarten,Germany,World Cup,108,Normal,0,2012,2,L,45,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",76.0,,65.9,18.869267624914443,2
2012-01-08,Hinterzarten,Germany,World Cup,108,Normal,0,2012,3,L,39,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",81.5,,77.8,18.872005475701574,3
2012-01-14,Predazzo,Italy,World Cup,106,Normal,0,2012,4,L,34,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",75.0,,74.4,18.888432580424368,4
2012-01-15,Predazzo,Italy,World Cup,106,Normal,0,2012,5,L,36,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",83.0,,90.0,18.8911704312115,5
2012-02-04,Hinzenbach,Austria,World Cup,94,Normal,0,2012,6,L,42,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",73.5,,79.5,18.94592744695414,6
2012-02-05,Hinzenbach,Austria,World Cup,94,Normal,0,2012,7,L,45,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",71.5,,77.8,18.94866529774127,7
2012-02-11,Ljubno,Slovenia,World Cup,95,Normal,0,2012,8,L,39,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",71.5,,79.6,18.965092402464066,8
2012-02-12,Ljubno,Slovenia,World Cup,95,Normal,0,2012,9,L,43,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",63.0,,56.6,18.967830253251197,9
2012-03-03,Zao,Japan,World Cup,100,Normal,0,2012,10,L,37,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",72.5,,73.4,19.02258726899384,10
2012-03-04,Zao,Japan,World Cup,100,Normal,0,2012,12,L,43,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",60.5,,41.8,19.025325119780973,12
2012-03-09,Midtstubakken,Norway,World Cup,106,Normal,0,2012,13,L,41,Jenny Synnøve Hagemoen,Norway,136,1993-02-23T00:00:00.000000,0,"",79.0,,74.9,19.039014373716633,13
2012-03-09,Midtstubakken,Norway,World Cup,106,Normal,0,2012,13,L,29,Natalie Dejmkova,Czechia,137,1996-09-15T00:00:00.000000,0,"",86.5,83.0,2.0,15.4798083504449,1
2011-12-03,Lillehammer,Norway,World Cup,100,Normal,0,2012,1,L,45,Silje Karlengen,Norway,138,1994-06-26T00:00:00.000000,0,"",71.5,,83.0,17.437371663244353,1
2012-03-09,Midtstubakken,Norway,World Cup,106,Normal,0,2012,13,L,47,Silje Karlengen,Norway,138,1994-06-26T00:00:00.000000,0,"",69.0,,50.8,17.702943189596166,2
2014-12-05,Lillehammer,Norway,World Cup,100,Normal,0,2015,1,L,15,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",87.5,93.0,16.0,26.524298425735797,1
2015-01-11,Sapporo,Japan,World Cup,100,Normal,0,2015,3,L,5,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",91.5,93.0,45.0,26.625598904859686,2
2015-01-18,Zao,Japan,World Cup,100,Normal,0,2015,4,L,4,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",93.5,,50.0,26.644763860369608,3
2015-01-24,Oberstdorf,Germany,World Cup,106,Normal,0,2015,5,L,19,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",86.0,87.5,12.0,26.661190965092402,4
2015-01-25,Oberstdorf,Germany,World Cup,106,Normal,0,2015,6,L,6,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",90.0,85.5,40.0,26.663928815879533,5
2015-01-31,Hinzenbach,Austria,World Cup,94,Normal,0,2015,7,L,9,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",88.5,88.5,29.0,26.680355920602327,6
2015-02-01,Hinzenbach,Austria,World Cup,94,Normal,0,2015,8,L,10,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",89.0,85.5,26.0,26.68309377138946,7
2015-02-07,Rasnov,Romania,World Cup,100,Normal,0,2015,9,L,4,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",94.0,91.0,50.0,26.699520876112253,8
2015-02-08,Rasnov,Romania,World Cup,100,Normal,0,2015,10,L,6,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",96.0,,40.0,26.702258726899384,9
2015-02-14,Ljubno,Slovenia,World Cup,95,Normal,0,2015,11,L,5,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",85.5,89.0,45.0,26.718685831622174,10
2015-02-15,Ljubno,Slovenia,World Cup,95,Normal,0,2015,12,L,9,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",86.0,85.5,29.0,26.72142368240931,11
2015-02-19,Falun,Sweden,World Championship,100,Normal,0,2015,13,L,8,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",89.0,89.5,223.8,26.732375085557837,12
2015-03-13,Holmenkollen,Norway,World Cup,134,Large,0,2015,14,L,10,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",118.5,117.5,26.0,26.79260780287474,13
2015-12-04,Lillehammer,Norway,World Cup,100,Normal,0,2016,1,L,7,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",96.0,92.0,36.0,27.52087611225188,14
2015-12-12,Nizhny Tagil,Russia,World Cup,100,Normal,0,2016,2,L,3,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",89.5,96.5,60.0,27.54277891854894,15
2015-12-13,Nizhny Tagil,Russia,World Cup,100,Normal,0,2016,3,L,14,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",94.5,85.0,18.0,27.54551676933607,16
2016-01-16,Sapporo,Japan,World Cup,100,Normal,0,2016,4,L,25,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",81.5,79.5,6.0,27.638603696098563,17
2016-01-17,Sapporo,Japan,World Cup,100,Normal,0,2016,5,L,15,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",91.0,82.0,16.0,27.641341546885695,18
2016-01-22,Zao,Japan,World Cup,100,Normal,0,2016,6,L,4,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",102.0,,50.0,27.655030800821354,19
2016-01-23,Zao,Japan,World Cup,100,Normal,0,2016,7,L,4,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",92.5,97.0,50.0,27.657768651608485,20
2016-01-30,Oberstdorf,Germany,World Cup,106,Normal,0,2016,8,L,21,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",90.5,89.0,10.0,27.67693360711841,21
2016-01-31,Oberstdorf,Germany,World Cup,106,Normal,0,2016,9,L,35,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",80.0,,84.8,27.679671457905545,22
2016-02-04,Holmenkollen,Norway,World Cup,134,Large,0,2016,10,L,21,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",118.0,101.5,10.0,27.690622861054074,23
2016-02-06,Hinzenbach,Austria,World Cup,94,Normal,0,2016,11,L,38,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",81.0,,96.7,27.696098562628336,24
2016-02-07,Hinzenbach,Austria,World Cup,94,Normal,0,2016,12,L,26,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",84.5,79.5,5.0,27.698836413415467,25
2016-02-13,Ljubno,Slovenia,World Cup,95,Normal,0,2016,13,L,9,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",85.5,87.0,29.0,27.71526351813826,26
2016-02-14,Ljubno,Slovenia,World Cup,95,Normal,0,2016,14,L,34,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",82.5,,104.9,27.718001368925393,27
2016-02-19,Lahti,Finland,World Cup,100,Normal,0,2016,15,L,16,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",88.5,87.5,15.0,27.731690622861052,28
2016-02-27,Almaty,Kazakhstan,World Cup,106,Normal,0,2016,16,L,23,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",88.5,91.5,8.0,27.753593429158112,29
2016-02-28,Almaty,Kazakhstan,World Cup,106,Normal,0,2016,17,L,33,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",84.5,,81.6,27.756331279945243,30
2016-12-02,Lillehammer,Norway,World Cup,100,Normal,0,2017,1,L,31,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",81.0,,92.2,28.517453798767967,31
2016-12-03,Lillehammer,Norway,World Cup,100,Normal,0,2017,2,L,34,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",80.0,,92.4,28.520191649555098,32
2016-12-11,Nizhny Tagil,Russia,World Cup,100,Normal,0,2017,4,L,30,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",84.5,73.0,1.0,28.542094455852155,33
2017-01-15,Sapporo,Japan,World Cup,100,Normal,0,2017,8,L,40,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",73.0,,64.4,28.637919233401778,34
2018-01-27,Ljubno,Slovenia,World Cup,100,Normal,0,2018,11,L,36,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",70.0,,80.1,29.67008898015058,35
2018-01-28,Ljubno,Slovenia,World Cup,100,Normal,0,2018,12,L,33,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",74.5,,92.3,29.672826830937712,36
2018-03-03,Rasnov,Romania,World Cup,97,Normal,0,2018,14,L,35,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",71.0,,73.4,29.765913757700204,37
2018-03-04,Rasnov,Romania,World Cup,97,Normal,0,2018,15,L,22,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",82.5,86.0,9.0,29.768651608487335,38
2018-03-24,Oberstdorf,Germany,World Cup,106,Normal,0,2018,17,L,27,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",81.5,82.5,4.0,29.82340862422998,39
2018-03-25,Oberstdorf,Germany,World Cup,106,Normal,0,2018,18,L,32,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",80.0,,72.7,29.82614647501711,40
2018-11-30,Lillehammer,Norway,World Cup,98,Normal,0,2019,1,L,7,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",89.5,84.5,36.0,30.510609171800137,41
2018-12-01,Lillehammer,Norway,World Cup,98,Normal,0,2019,2,L,10,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",92.5,94.5,26.0,30.51334702258727,42
2018-12-02,Lillehammer,Norway,World Cup,140,Large,0,2019,3,L,4,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",130.0,122.0,50.0,30.5160848733744,43
2018-12-15,Prémanon,France,World Cup,90,Normal,0,2019,4,L,18,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",79.0,82.0,13.0,30.55167693360712,44
2018-12-16,Prémanon,France,World Cup,90,Normal,0,2019,5,L,12,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",83.0,82.0,22.0,30.55441478439425,45
2019-01-12,Sapporo,Japan,World Cup,137,Large,0,2019,6,L,5,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",117.0,123.0,45.0,30.628336755646817,46
2019-01-13,Sapporo,Japan,World Cup,137,Large,0,2019,7,L,4,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",116.0,131.5,50.0,30.63107460643395,47
2019-01-18,Zao,Japan,World Cup,102,Normal,0,2019,8,L,12,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",85.0,82.5,22.0,30.644763860369608,48
2019-01-19,Zao,Japan,World Cup,102,Team Normal,1,2019,9,L,2,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,2,7,94.5,91.5,811.2,30.647501711156742,49
2019-01-20,Zao,Japan,World Cup,102,Normal,0,2019,10,L,4,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",89.5,92.0,50.0,30.650239561943874,50
2019-01-26,Rasnov,Romania,World Cup,97,Normal,0,2019,11,L,9,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",85.0,90.0,29.0,30.666666666666668,51
2019-01-27,Rasnov,Romania,World Cup,97,Normal,0,2019,12,L,4,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",89.0,95.0,50.0,30.6694045174538,52
2019-02-02,Hinzenbach,Austria,World Cup,90,Normal,0,2019,13,L,17,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",73.0,78.0,14.0,30.68583162217659,53
2019-02-03,Hinzenbach,Austria,World Cup,90,Normal,0,2019,14,L,10,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",81.0,84.5,26.0,30.688569472963724,54
2019-02-08,Ljubno,Slovenia,World Cup,94,Normal,0,2019,15,L,7,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",87.5,87.5,36.0,30.702258726899384,55
2019-02-09,Ljubno,Slovenia,World Cup,94,Team Normal,1,2019,16,L,3,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,4,8,83.5,88.0,936.9,30.704996577686515,56
2019-02-10,Ljubno,Slovenia,World Cup,94,Normal,0,2019,17,L,13,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",83.5,71.5,20.0,30.707734428473646,57
2019-02-16,Oberstdorf,Germany,World Cup,137,Large,0,2019,18,L,12,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",109.0,121.0,22.0,30.72416153319644,58
2019-02-17,Oberstdorf,Germany,World Cup,137,Large,0,2019,19,L,6,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",120.5,127.0,40.0,30.72689938398357,59
2019-02-26,Seefeld,Austria,World Championship,109,Team Normal,1,2019,20,L,2,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,1,9,99.5,99.5,880.3,30.751540041067763,60
2019-02-27,Seefeld,Austria,World Championship,109,Normal,0,2019,21,L,5,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",102.0,103.0,241.8,30.754277891854894,61
2019-03-10,Holmenkollen,Norway,World Cup,134,Large,0,2019,22,L,11,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",115.0,104.0,24.0,30.784394250513348,62
2019-03-12,Lillehammer,Norway,World Cup,140,Large,0,2019,23,L,3,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",139.0,128.5,60.0,30.78986995208761,63
2019-03-14,Trondheim,Norway,World Cup,138,Large,0,2019,24,L,3,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",132.5,128.0,60.0,30.795345653661876,64
2019-03-16,Nizhny Tagil,Russia,World Cup,97,Normal,0,2019,25,L,5,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",90.0,90.5,45.0,30.80082135523614,65
2019-03-17,Nizhny Tagil,Russia,World Cup,97,Normal,0,2019,26,L,8,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",84.0,90.5,32.0,30.803559206023273,66
2019-03-23,Chaikovsky,Russia,World Cup,102,Normal,0,2019,27,L,9,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",91.5,95.5,29.0,30.819986310746064,67
2019-03-24,Chaikovsky,Russia,World Cup,140,Large,0,2019,28,L,11,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",119.0,129.0,24.0,30.822724161533195,68
2019-12-07,Lillehammer,Norway,World Cup,140,Large,0,2020,1,L,2,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",129.0,132.0,80.0,31.529089664613277,69
2019-12-08,Lillehammer,Norway,World Cup,140,Large,0,2020,2,L,5,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",125.0,119.5,45.0,31.531827515400412,70
2019-12-14,Klingenthal,Germany,World Cup,140,Large,0,2020,3,L,11,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",119.0,,24.0,31.548254620123203,71
2020-01-11,Sapporo,Japan,World Cup,137,Large,0,2020,4,L,3,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",127.5,134.0,60.0,31.6249144421629,72
2020-01-12,Sapporo,Japan,World Cup,137,Large,0,2020,5,L,1,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",135.5,130.0,100.0,31.627652292950035,73
2020-01-17,Zao,Japan,World Cup,102,Normal,0,2020,6,L,1,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",97.5,95.5,100.0,31.641341546885695,74
2020-01-18,Zao,Japan,World Cup,102,Team Normal,1,2020,7,L,1,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,4,8,97.5,96.5,889.4,31.644079397672826,75
2020-01-19,Zao,Japan,World Cup,102,Normal,0,2020,8,L,1,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",99.0,95.0,100.0,31.646817248459957,76
2020-01-25,Rasnov,Romania,World Cup,97,Normal,0,2020,9,L,3,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",90.0,93.5,60.0,31.66324435318275,77
2020-01-26,Rasnov,Romania,World Cup,97,Normal,0,2020,10,L,2,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",92.5,93.0,80.0,31.665982203969882,78
2020-02-01,Oberstdorf,Germany,World Cup,137,Large,0,2020,11,L,4,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",125.0,127.5,50.0,31.682409308692677,79
2020-02-02,Oberstdorf,Germany,World Cup,137,Large,0,2020,12,L,13,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",131.0,117.5,20.0,31.685147159479808,80
2020-02-08,Hinzenbach,Austria,World Cup,90,Normal,0,2020,13,L,3,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",86.5,86.5,60.0,31.701574264202602,81
2020-02-09,Hinzenbach,Austria,World Cup,90,Normal,0,2020,14,L,2,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,0,"",87.0,88.5,80.0,31.704312114989733,82
2020-02-22,Ljubno,Slovenia,World Cup,94,Team Normal,1,2020,15,L,1,Eva Pinkelnig,Austria,14,1988-05-27T00:00:00.000000,3,11,93.0,92.0,1008.7,31.73990417522245,83
