Elo,Small_Elo,Medium_Elo,Normal_Elo,Large_Elo,Flying_Elo,Pelo,Small_Pelo,Medium_Pelo,Normal_Pelo,Large_Pelo,Flying_Pelo,Date,City,Country,Sex,HillSize,RaceType,TeamEvent,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg
1418.4133523669616,,,1379.2161981207305,1343.2435239720471,,1451.406839462362,,,1399.3415694206033,1350.8747340847613,,2015-01-10,Sapporo,Japan,L,100,Normal,0,World Cup,33,Julia Clair,France,33,2015,2,1994-03-20T00:00:00.000000,20.810403832991103,45,0
1255.2278954923202,,,1267.0519254913193,,,1272.775028094991,,,1280.4719922974384,,,2015-01-10,Sapporo,Japan,L,100,Normal,0,World Cup,34,Aki Matsuhashi,Japan,59,2015,2,1992-10-06T00:00:00.000000,22.261464750171115,3,0
1190.4062127732734,,,1209.613585232789,,,1201.2178973855387,,,1218.7639090991754,,,2015-01-10,Sapporo,Japan,L,100,Normal,0,World Cup,34,Yurina Yamada,Japan,61,2015,2,1996-07-12T00:00:00.000000,18.496919917864478,21,0
1292.707997906631,,,1279.942341380929,1308.912924182053,,1318.0727869942893,,,1296.737914552332,1310.4857931553565,,2015-01-10,Sapporo,Japan,L,100,Normal,0,World Cup,36,Chiara Kreuzer,Austria,21,2015,2,1997-07-18T00:00:00.000000,17.481177275838466,23,0
1300.2828986188338,,,1293.2878748447356,1264.7964552596711,,1328.919403256007,,,1312.725083396423,1258.5840650113778,,2015-01-10,Sapporo,Japan,L,100,Normal,0,World Cup,37,Lea Lemare,France,30,2015,2,1996-06-21T00:00:00.000000,18.55441478439425,41,0
1194.6063265907871,,,1221.4729236327978,1245.162924182053,,1214.067952617418,,,1236.955701434393,1235.4857931553565,,2015-01-10,Sapporo,Japan,L,100,Normal,0,World Cup,38,Ayuka Takeda,Japan,55,2015,2,1990-01-23T00:00:00.000000,24.9637234770705,11,0
1226.2547584892625,,,1246.456926429496,1211.6033409805991,,1251.348297092262,,,1265.3745341566728,1196.0039305654107,,2015-01-10,Sapporo,Japan,L,100,Normal,0,World Cup,39,Michaela Dolezelova,Czechia,34,2015,2,1994-07-12T00:00:00.000000,20.49828884325804,37,0
1253.6483757463207,,,1265.9800783225703,,,1284.1137429901569,,,1287.9825133062914,,,2015-01-10,Sapporo,Japan,L,100,Normal,0,World Cup,40,Tara Geraghty-Moats,USA,40,2015,2,1993-04-12T00:00:00.000000,21.74674880219028,2,0
1756.430713551968,,,1675.5662210902874,1441.5982587144044,,1744.80696311196,,,1665.6101500156826,1466.5861867228289,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,1,Sara Takanashi,Japan,3,2015,3,1996-10-08T00:00:00.000000,18.258726899383984,49,0
1625.5499489576764,,,1568.8079656348011,1342.5,,1606.3401830423184,,,1554.209643921389,1350.0,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,2,Carina Vogt,Germany,4,2015,3,1992-02-05T00:00:00.000000,22.93223819301848,42,0
1341.1745836831992,,,1312.8558026788198,1308.912924182053,,1292.707997906631,,,1279.942341380929,1310.4857931553565,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,3,Chiara Kreuzer,Austria,21,2015,3,1997-07-18T00:00:00.000000,17.4839151266256,24,0
1661.0645186439342,,,1604.552669913413,,,1649.580542178176,,,1595.337652214538,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,4,Daniela Iraschko-Stolz,Austria,7,2015,3,1983-11-21T00:00:00.000000,31.14031485284052,37,0
1363.8006268551642,,,1341.7817050795252,,,1322.6851715615853,,,1314.2902056139837,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,5,Eva Pinkelnig,Austria,14,2015,3,1988-05-27T00:00:00.000000,26.625598904859686,2,0
1483.8086394535346,,,1450.8695881212273,1254.5847409745547,,1459.2077151164228,,,1433.8015524169207,1246.570283499476,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,6,Katharina Schmid,Germany,13,2015,3,1996-05-23T00:00:00.000000,18.636550308008214,45,0
1563.771923287154,,,1513.2128314630186,1357.6794545770877,,1550.322057982326,,,1502.5262722652449,1367.8581818553973,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,7,Maja Vtic,Slovenia,8,2015,3,1988-01-27T00:00:00.000000,26.95687885010267,49,0
1621.063193986261,,,1561.35016698103,1363.75,,1615.4658146415663,,,1555.608483092101,1375.0,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,8,Sarah Hendrickson,USA,17,2015,3,1994-08-01T00:00:00.000000,20.44626967830253,36,0
1578.383522531757,,,1513.935115391474,1409.7099604457433,,1571.119975197259,,,1506.4393041111914,1429.0705417008744,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,9,Yuki Ito,Japan,5,2015,3,1994-05-10T00:00:00.000000,20.673511293634498,47,0
1511.1995222583187,,,1469.9566633801685,1295.5512377348614,,1499.2457138361844,,,1460.7038779287657,1294.7661620410136,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,10,Spela Rogelj,Slovenia,19,2015,3,1994-11-08T00:00:00.000000,20.175222450376456,50,0
1304.075913184715,,,1294.1789624932435,,,1270.5461102143156,,,1272.4225895210009,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,11,Nita Englund,USA,26,2015,3,1992-06-10T00:00:00.000000,22.587268993839835,6,0
1546.387295627005,,,1503.5695302438342,1375.394599062371,,1542.963209453886,,,1500.0182768362072,1388.699528308672,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,12,Jessica Jerome,USA,12,2015,3,1987-02-08T00:00:00.000000,27.923340177960302,48,0
1535.6327791008555,,,1473.6871668535764,1360.9170463253563,,1533.4497144437462,,,1469.4483604116367,1371.6671133239486,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,13,Irina Avvakumova,Russia,6,2015,3,1991-09-14T00:00:00.000000,23.326488706365502,48,0
1546.0627709011092,,,1525.1231738933739,1338.920090690808,,1547.3343461066247,,,1526.2658916157604,1345.7883419891857,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,14,Coline Mattel,France,10,2015,3,1995-11-03T00:00:00.000000,19.189596167008897,48,0
1429.0578084079982,,,1404.7358677692707,1304.9201237242626,,1419.593331855757,,,1398.1580353463794,1305.7883808520737,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,15,Julia Kykkänen,Finland,11,2015,3,1994-04-17T00:00:00.000000,20.736481861738536,42,0
1507.1907770914088,,,1464.5030719216752,1367.1923390369702,,1509.0688705453952,,,1464.2774206498532,1379.0498106317298,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,16,Line Jahr,Norway,15,2015,3,1984-01-16T00:00:00.000000,30.986995208761122,52,0
1331.8202485101353,,,1309.2652265429986,,,1315.697389875448,,,1298.1261523702408,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,17,Sofya Tikhonova,Russia,27,2015,3,1998-11-16T00:00:00.000000,16.153319644079396,18,0
1367.2834147855776,,,1349.5579486749893,,,1357.688315010374,,,1343.2224305073705,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,18,Gianina Ernst,Germany,28,2015,3,1998-12-31T00:00:00.000000,16.030116358658454,14,0
1311.1054996192786,,,1308.2942284102542,1239.6599457881946,,1297.398645148376,,,1300.2318012968828,1229.0117009272878,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,19,Kaori Iwabuchi,Japan,35,2015,3,1993-04-28T00:00:00.000000,21.7056810403833,27,0
1387.5495797056606,,,1386.7381202241013,1283.233668388742,,1385.1480884216244,,,1386.5963793140559,1280.2749039867554,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,20,Evelyn Insam,Italy,23,2015,3,1994-02-10T00:00:00.000000,20.917180013689254,47,0
1392.2332130315453,,,1387.3916209801748,1265.7164598441464,,1392.7851226869495,,,1388.8840323496474,1259.6664233460544,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,21,Ursa Bogataj,Slovenia,20,2015,3,1995-03-07T00:00:00.000000,19.849418206707735,45,0
1443.8488460179701,,,1423.8095600269148,1379.4647187441715,,1452.8766598783009,,,1429.8320410001124,1393.4879044049076,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,22,Katja Pozun,Slovenia,31,2015,3,1993-04-07T00:00:00.000000,21.763175906913073,49,0
1239.3592912921906,,,1251.950001057124,,,1227.4417035990427,,,1245.8851629204553,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,23,Yuka Kobayashi,Japan,60,2015,3,1994-05-16T00:00:00.000000,20.657084188911703,6,0
1572.9154713730693,,,1516.9958971089227,1355.25,,1600.3440597378456,,,1533.2095148846163,1365.0,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,24,Jacqueline Seifriedsberger,Austria,18,2015,3,1991-01-20T00:00:00.000000,23.975359342915812,31,0
1469.9901239773615,,,1435.4885472006752,1350.4542824500977,,1489.1679128671415,,,1447.1742162524554,1359.3579793530562,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,25,Maren Lundby,Norway,9,2015,3,1994-09-07T00:00:00.000000,20.344969199178646,44,0
1298.6971595306227,,,1291.6248155818703,1264.7964552596711,,1300.2828986188338,,,1293.2878748447356,1258.5840650113778,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,26,Lea Lemare,France,30,2015,3,1996-06-21T00:00:00.000000,18.55715263518138,42,0
1420.911594631783,,,1414.855993438195,1269.37845272975,,1439.2285307950422,,,1428.0541969474307,1263.9746502702942,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,27,Eva Logar,Slovenia,25,2015,3,1991-03-08T00:00:00.000000,23.8466803559206,37,0
1194.8942326358292,,,1210.7717265317756,,,1190.4062127732734,,,1209.613585232789,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,28,Yurina Yamada,Japan,61,2015,3,1996-07-12T00:00:00.000000,18.49965776865161,22,0
1250.247074492639,,,1261.883354830355,,,1253.6483757463207,,,1265.9800783225703,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,29,Tara Geraghty-Moats,USA,40,2015,3,1993-04-12T00:00:00.000000,21.749486652977414,3,0
1304.4356489126615,,,1309.7737431229968,,,1316.2242048793803,,,1319.1826568127287,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,30,Svenja Würth,Germany,22,2015,3,1993-08-20T00:00:00.000000,21.39356605065024,26,0
1170.4221967205995,,,1170.992523941646,,,1170.7189563870572,,,1171.8996422339353,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,31,Anastasiya Barannikova,Russia,38,2015,3,1987-11-27T00:00:00.000000,27.123887748117728,45,0
1245.4527974547998,,,1244.7157299793428,1262.162924182053,,1255.4562920137546,,,1252.2407015311308,1255.4857931553565,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,32,Juliane Seyfarth,Germany,63,2015,3,1990-02-19T00:00:00.000000,24.892539356605063,26,0
1389.4311042015463,,,1360.915121922812,1343.2435239720471,,1418.4133523669616,,,1379.2161981207305,1350.8747340847613,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,33,Julia Clair,France,33,2015,3,1994-03-20T00:00:00.000000,20.813141683778234,46,0
1214.7098544035994,,,1236.405794649697,1211.6033409805991,,1226.2547584892625,,,1246.456926429496,1196.0039305654107,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,34,Michaela Dolezelova,Czechia,34,2015,3,1994-07-12T00:00:00.000000,20.501026694045173,38,0
1273.8969774747927,,,1278.8003082000102,,,1294.1469937620775,,,1293.6429707429068,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,35,Yuka Seto,Japan,32,2015,3,1997-02-22T00:00:00.000000,17.883641341546884,3,0
1395.6149586853353,,,1384.6855245365293,1325.0121383411115,,1432.5124809828383,,,1409.6647029428223,1329.42604510719,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,36,Ulrike Gräßler,Germany,16,2015,3,1987-05-17T00:00:00.000000,27.655030800821354,47,0
1318.3859201079804,,,1321.2171758400573,1309.718758379237,,1348.5415405116357,,,1342.6045118012357,1346.75,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,37,Elena Runggaldier,Italy,39,2015,3,1990-07-10T00:00:00.000000,24.50650239561944,47,0
1157.6801225192828,,,1172.2457652703426,,,1173.1781339505033,,,1184.1135557515188,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,38,Sabrina Windmüller,Switzerland,65,2015,3,1987-10-13T00:00:00.000000,27.247091033538673,34,0
1201.2661782204939,,,1214.081638130961,,,1223.2506966605965,,,1230.354518948964,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,39,Alexandra Kustova,Russia,29,2015,3,1998-08-26T00:00:00.000000,16.37782340862423,13,0
1268.4429965299805,,,1277.387039788931,,,1300.0,,,1300.0,,,2015-01-11,Sapporo,Japan,L,100,Normal,0,World Cup,40,Mariia Iakovleva,Russia,64,2015,3,1999-06-07T00:00:00.000000,15.597535934291582,1,0
1647.1050859885804,,,1585.6778002906942,1342.5,,1625.5499489576764,,,1568.8079656348011,1350.0,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,1,Carina Vogt,Germany,4,2015,4,1992-02-05T00:00:00.000000,22.951403148528406,43,0
1563.8915621103224,,,1496.3236223986519,1360.9170463253563,,1535.6327791008555,,,1473.6871668535764,1371.6671133239486,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,2,Irina Avvakumova,Russia,6,2015,4,1991-09-14T00:00:00.000000,23.345653661875428,49,0
1540.001323316559,,,1491.440431494187,1295.5512377348614,,1511.1995222583187,,,1469.9566633801685,1294.7661620410136,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,3,Spela Rogelj,Slovenia,19,2015,4,1994-11-08T00:00:00.000000,20.194387405886378,51,0
1408.369010778028,,,1373.090895424455,,,1363.8006268551642,,,1341.7817050795252,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,4,Eva Pinkelnig,Austria,14,2015,4,1988-05-27T00:00:00.000000,26.644763860369608,3,0
1511.4582986738674,,,1471.0349316776706,1254.5847409745547,,1483.8086394535346,,,1450.8695881212273,1246.570283499476,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,5,Katharina Schmid,Germany,13,2015,4,1996-05-23T00:00:00.000000,18.65571526351814,46,0
1580.5075526768665,,,1526.8393240514404,1357.6794545770877,,1563.771923287154,,,1513.2128314630186,1367.8581818553973,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,6,Maja Vtic,Slovenia,8,2015,4,1988-01-27T00:00:00.000000,26.976043805612594,50,0
1755.4856639119728,,,1677.3162620093456,1441.5982587144044,,1756.430713551968,,,1675.5662210902874,1466.5861867228289,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,7,Sara Takanashi,Japan,3,2015,4,1996-10-08T00:00:00.000000,18.27789185489391,50,0
1664.617981581841,,,1608.8458662959647,,,1661.0645186439342,,,1604.552669913413,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,8,Daniela Iraschko-Stolz,Austria,7,2015,4,1983-11-21T00:00:00.000000,31.159479808350444,38,0
1587.2216349644168,,,1523.1211598868551,1409.7099604457433,,1578.383522531757,,,1513.935115391474,1429.0705417008744,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,9,Yuki Ito,Japan,5,2015,4,1994-05-10T00:00:00.000000,20.692676249144423,48,0
1556.3565373857973,,,1512.1024125050506,1375.394599062371,,1546.387295627005,,,1503.5695302438342,1388.699528308672,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,10,Jessica Jerome,USA,12,2015,4,1987-02-08T00:00:00.000000,27.942505133470224,49,0
1578.0123309514718,,,1523.0231038654385,1355.25,,1572.9154713730693,,,1516.9958971089227,1365.0,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,11,Jacqueline Seifriedsberger,Austria,18,2015,4,1991-01-20T00:00:00.000000,23.994524298425734,32,0
1419.0172255919854,,,1400.4294388363703,1325.0121383411115,,1395.6149586853353,,,1384.6855245365293,1329.42604510719,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,12,Ulrike Gräßler,Germany,16,2015,4,1987-05-17T00:00:00.000000,27.67419575633128,48,0
1439.0084582374434,,,1426.45197584781,1269.37845272975,,1420.911594631783,,,1414.855993438195,1263.9746502702942,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,13,Eva Logar,Slovenia,25,2015,4,1991-03-08T00:00:00.000000,23.865845311430526,38,0
1512.872008118038,,,1470.36431958158,1367.1923390369702,,1507.1907770914088,,,1464.5030719216752,1379.0498106317298,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,14,Line Jahr,Norway,15,2015,4,1984-01-16T00:00:00.000000,31.006160164271048,53,0
1387.8385864517095,,,1364.0868078120882,,,1367.2834147855776,,,1349.5579486749893,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,15,Gianina Ernst,Germany,28,2015,4,1998-12-31T00:00:00.000000,16.04928131416838,15,0
1304.0385257040189,,,1298.2057097071086,,,1273.8969774747927,,,1278.8003082000102,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,16,Yuka Seto,Japan,32,2015,4,1997-02-22T00:00:00.000000,17.90280629705681,4,0
1401.254043289163,,,1394.99015369625,1283.233668388742,,1387.5495797056606,,,1386.7381202241013,1280.2749039867554,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,17,Evelyn Insam,Italy,23,2015,4,1994-02-10T00:00:00.000000,20.93634496919918,48,0
1538.9234271148862,,,1520.3002740105053,1338.920090690808,,1546.0627709011092,,,1525.1231738933739,1345.7883419891857,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,18,Coline Mattel,France,10,2015,4,1995-11-03T00:00:00.000000,19.208761122518823,49,0
1469.2647020350369,,,1436.5124623746822,1350.4542824500977,,1469.9901239773615,,,1435.4885472006752,1359.3579793530562,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,19,Maren Lundby,Norway,9,2015,4,1994-09-07T00:00:00.000000,20.364134154688568,45,0
1328.0564914799177,,,1319.2360058829966,1239.6599457881946,,1311.1054996192786,,,1308.2942284102542,1229.0117009272878,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,20,Kaori Iwabuchi,Japan,35,2015,4,1993-04-28T00:00:00.000000,21.724845995893222,28,0
1394.3267343743014,,,1365.6476370524672,1343.2435239720471,,1389.4311042015463,,,1360.915121922812,1350.8747340847613,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,21,Julia Clair,France,33,2015,4,1994-03-20T00:00:00.000000,20.83230663928816,47,0
1426.8611160802016,,,1404.073481392183,1304.9201237242626,,1429.0578084079982,,,1404.7358677692707,1305.7883808520737,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,22,Julia Kykkänen,Finland,11,2015,4,1994-04-17T00:00:00.000000,20.75564681724846,43,0
1437.695767238909,,,1420.0037337907936,1379.4647187441715,,1443.8488460179701,,,1423.8095600269148,1393.4879044049076,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,23,Katja Pozun,Slovenia,31,2015,4,1993-04-07T00:00:00.000000,21.782340862423,50,0
1345.7567634264817,,,1317.5424560885183,1308.912924182053,,1341.1745836831992,,,1312.8558026788198,1310.4857931553565,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,24,Chiara Kreuzer,Austria,21,2015,4,1997-07-18T00:00:00.000000,17.503080082135522,25,0
1311.1938431782862,,,1299.0722393084848,,,1304.075913184715,,,1294.1789624932435,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,25,Nita Englund,USA,26,2015,4,1992-06-10T00:00:00.000000,22.60643394934976,7,0
1257.5974710696623,,,1252.447205695254,1262.162924182053,,1245.4527974547998,,,1244.7157299793428,1255.4857931553565,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,26,Juliane Seyfarth,Germany,63,2015,4,1990-02-19T00:00:00.000000,24.91170431211499,27,0
1302.2013316529888,,,1293.8216831855723,1264.7964552596711,,1298.6971595306227,,,1291.6248155818703,1258.5840650113778,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,27,Lea Lemare,France,30,2015,4,1996-06-21T00:00:00.000000,18.576317590691307,43,0
1329.0159659611083,,,1308.427715121702,,,1331.8202485101353,,,1309.2652265429986,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,28,Sofya Tikhonova,Russia,27,2015,4,1998-11-16T00:00:00.000000,16.17248459958932,19,0
1206.40276208723,,,1216.922950113628,,,1194.8942326358292,,,1210.7717265317756,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,29,Yurina Yamada,Japan,61,2015,4,1996-07-12T00:00:00.000000,18.518822724161534,23,0
1259.9099731982376,,,1270.329388733874,1212.443902834609,,1259.0336396699133,,,1271.4754013687955,1196.992826864246,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,30,Ayumi Watase,Japan,42,2015,4,1984-07-18T00:00:00.000000,30.50239561943874,47,0
1376.4184405182684,,,1375.8542790639526,1265.7164598441464,,1392.2332130315453,,,1387.3916209801748,1259.6664233460544,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,30,Ursa Bogataj,Slovenia,20,2015,4,1995-03-07T00:00:00.000000,19.868583162217657,46,0
1231.643793521359,,,1248.0426653871298,1194.7652630894645,,1230.6106872068435,,,1249.4852804909,1176.194427164076,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,32,Misaki Shigeno,Japan,56,2015,4,1986-11-05T00:00:00.000000,28.202600958247775,26,0
1306.5639465462773,,,1311.9982767957608,1309.718758379237,,1318.3859201079804,,,1321.2171758400573,1346.75,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,33,Elena Runggaldier,Italy,39,2015,4,1990-07-10T00:00:00.000000,24.525667351129364,48,0
1572.3037247764644,,,1530.5058348220869,1363.75,,1621.063193986261,,,1561.35016698103,1375.0,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,34,Sarah Hendrickson,USA,17,2015,4,1994-08-01T00:00:00.000000,20.465434633812457,37,0
1258.5360933677152,,,1269.1471930287094,,,1268.4429965299805,,,1277.387039788931,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,35,Mariia Iakovleva,Russia,64,2015,4,1999-06-07T00:00:00.000000,15.616700889801505,2,0
1230.7961551677613,,,1244.451079795578,,,1239.3592912921906,,,1251.950001057124,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,36,Yuka Kobayashi,Japan,60,2015,4,1994-05-16T00:00:00.000000,20.67624914442163,7,0
1155.992657617689,,,1169.6958112697414,,,1157.6801225192828,,,1172.2457652703426,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,37,Sabrina Windmüller,Switzerland,65,2015,4,1987-10-13T00:00:00.000000,27.266255989048595,35,0
1236.1065565737538,,,1250.6082609626992,,,1250.247074492639,,,1261.883354830355,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,38,Tara Geraghty-Moats,USA,40,2015,4,1993-04-12T00:00:00.000000,21.768651608487335,4,0
1281.508562981587,,,1292.8137397205937,,,1304.4356489126615,,,1309.7737431229968,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,39,Svenja Würth,Germany,22,2015,4,1993-08-20T00:00:00.000000,21.412731006160165,27,0
1182.5750755407491,,,1210.6786693415295,1245.162924182053,,1194.6063265907871,,,1221.4729236327978,1235.4857931553565,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,40,Ayuka Takeda,Japan,55,2015,4,1990-01-23T00:00:00.000000,24.985626283367555,12,0
1198.2874289038589,,,1222.913613734949,1211.6033409805991,,1214.7098544035994,,,1236.405794649697,1196.0039305654107,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,41,Michaela Dolezelova,Czechia,34,2015,4,1994-07-12T00:00:00.000000,20.520191649555098,39,0
1231.9194188033698,,,1249.4831199104449,,,1255.2278954923202,,,1267.0519254913193,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,42,Aki Matsuhashi,Japan,59,2015,4,1992-10-06T00:00:00.000000,22.28336755646817,4,0
1154.5598318889236,,,1159.7667961269788,,,1170.4221967205995,,,1170.992523941646,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,43,Anastasiya Barannikova,Russia,38,2015,4,1987-11-27T00:00:00.000000,27.143052703627653,46,0
1255.7129583489639,,,1267.7431496110348,,,1287.210083394507,,,1290.2725967298907,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,44,Shihori Oi,Japan,58,2015,4,1999-06-29T00:00:00.000000,15.5564681724846,2,0
1126.532523874731,,,1166.0841855881313,,,1143.9880345653007,,,1180.9851548185818,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,45,Nina Lussi,USA,37,2015,4,1994-03-29T00:00:00.000000,20.807665982203968,10,0
1206.6825903836373,,,1235.114351799776,,,1236.3164963195422,,,1257.7233156088096,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,46,Natsuka Sawaya,Japan,57,2015,4,1989-06-17T00:00:00.000000,25.587953456536617,3,0
1260.4844661316638,,,1272.221417373946,,,1300.0,,,1300.0,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,47,Anniken Mork,Norway,48,2015,4,1991-01-16T00:00:00.000000,24.005475701574262,1,0
1171.3558020199068,,,1192.196614576846,,,1201.2661782204939,,,1214.081638130961,,,2015-01-18,Zao,Japan,L,100,Normal,0,World Cup,48,Alexandra Kustova,Russia,29,2015,4,1998-08-26T00:00:00.000000,16.396988364134156,14,0
1682.9986882178503,,,1622.7188773479897,,,1664.617981581841,,,1608.8458662959647,,,2015-01-24,Oberstdorf,Germany,L,106,Normal,0,World Cup,1,Daniela Iraschko-Stolz,Austria,7,2015,5,1983-11-21T00:00:00.000000,31.175906913073238,39,0
1664.7411851238792,,,1599.479842093114,1342.5,,1647.1050859885804,,,1585.6778002906942,1350.0,,2015-01-24,Oberstdorf,Germany,L,106,Normal,0,World Cup,2,Carina Vogt,Germany,4,2015,5,1992-02-05T00:00:00.000000,22.967830253251197,44,0
1763.3441373867288,,,1684.6234677790771,1441.5982587144044,,1755.4856639119728,,,1677.3162620093456,1466.5861867228289,,2015-01-24,Oberstdorf,Germany,L,106,Normal,0,World Cup,3,Sara Takanashi,Japan,3,2015,5,1996-10-08T00:00:00.000000,18.2943189596167,51,0
1597.4577244630036,,,1538.0219324716268,1355.25,,1578.0123309514718,,,1523.0231038654385,1365.0,,2015-01-24,Oberstdorf,Germany,L,106,Normal,0,World Cup,4,Jacqueline Seifriedsberger,Austria,18,2015,5,1991-01-20T00:00:00.000000,24.01095140314853,33,0
1431.8717129080517,,,1381.0376888544802,1352.9540401430115,,1395.516396206427,,,1354.9249740038408,1300.0,,2015-01-24,Oberstdorf,Germany,L,106,Normal,0,World Cup,5,Taylor Henrich,Canada,76,2015,5,1995-11-01T00:00:00.000000,19.23066392881588,25,0
1533.2301997549487,,,1486.8537306976891,1254.5847409745547,,1511.4582986738674,,,1471.0349316776706,1246.570283499476,,2015-01-24,Oberstdorf,Germany,L,106,Normal,0,World Cup,6,Katharina Schmid,Germany,13,2015,5,1996-05-23T00:00:00.000000,18.67214236824093,47,0
1352.157199257011,,,1326.407821174278,,,1311.1938431782862,,,1299.0722393084848,,,2015-01-24,Oberstdorf,Germany,L,106,Normal,0,World Cup,7,Nita Englund,USA,26,2015,5,1992-06-10T00:00:00.000000,22.62286105407255,8,0
