Elo,Individual_Elo,IndividualCompact_Elo,Sprint_Elo,MassStart_Elo,Pelo,Individual_Pelo,IndividualCompact_Pelo,Sprint_Pelo,MassStart_Pelo,Date,City,Country,Sex,Distance,RaceType,MassStart,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Elevation
1430.560543276565,1411.6989394576583,,,1312.5751211496786,1421.7521039912538,1405.3087106490236,,,1294.0,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,4,Lisa Hirner,Austria,52,2023,4,2003-10-03T00:00:00.000000,19.20602327173169,13,0,1106.0
1299.675801208143,1284.5628848735405,,,1296.707332228963,1285.3588583276237,1274.5064539891068,,,1292.0,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,5,Léna Brocard,France,53,2023,4,2000-05-19T00:00:00.000000,22.57905544147844,14,0,1106.0
1423.2015260748703,1394.685517560904,,,1322.9881240936136,1417.0750645726744,1389.759203057038,,,1318.0,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,6,Ida Marie Hagen,Norway,60,2023,4,2000-08-18T00:00:00.000000,22.32991101984942,12,0,1106.0
1399.2193036267238,1373.8768432671031,,,1319.516798546766,1393.375705606261,1369.2291112913658,,,1310.0,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,7,Ema Volavsek,Slovenia,49,2023,4,2002-12-15T00:00:00.000000,20.005475701574262,14,0,1106.0
1356.2183226535033,1347.1474099668658,,,1294.4428720599642,1349.5959085956367,1342.545259352013,,,1296.0,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,8,Jenny Nowak,Germany,25,2023,4,2002-08-20T00:00:00.000000,20.32580424366872,14,0,1106.0
1354.223447549021,1344.190440840778,,,,1349.0261186045857,1340.5151471065578,,,,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,9,Haruka Kasai,Japan,88,2023,4,2004-02-04T00:00:00.000000,18.86652977412731,6,0,1106.0
1387.3927180587464,1355.8330224978924,,,1326.452182107148,1385.5174797754532,1353.6290864887967,,,1331.1202142437037,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,10,Yuna Kasai,Japan,161,2023,4,2004-02-04T00:00:00.000000,18.86652977412731,12,0,1106.0
1403.7955139234502,1394.1923794951017,,,1320.1782947962045,1404.315016600258,1394.4280615855391,,,1300.0,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,11,Anju Nakamura,Japan,67,2023,4,2000-01-23T00:00:00.000000,22.899383983572896,14,0,1106.0
1273.8059291909365,1268.474636526019,,,,1268.8235906406535,1265.082742809863,,,,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,12,Svenja Wuerth,Germany,165,2023,4,1993-08-20T00:00:00.000000,29.325119780971935,9,0,1106.0
1294.9924530155797,1291.4686363581698,,,,1292.690064771121,1289.9667072014852,,,,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,13,Sana Azegami,Japan,162,2023,4,2001-11-04T00:00:00.000000,21.117043121149894,6,0,1106.0
1339.572231862974,1335.0050787621913,,,1307.7813623952748,1341.2446961886822,1336.1731762330592,,,1306.0,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,14,Veronica Gianmoena,Italy,29,2023,4,1995-10-25T00:00:00.000000,27.145790554414784,13,0,1106.0
1257.44523289053,1257.8954057237509,,,1292.045984112657,1256.1860234750422,1257.2256637489345,,,1302.0,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,15,Maria Gerboth,Germany,66,2023,4,2002-06-19T00:00:00.000000,20.49555099247091,14,0,1106.0
1289.449510418105,1287.8643150008209,,,,1291.446518213716,1289.3398211129816,,,,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,16,Annalena Slamik,Austria,41,2023,4,2003-03-23T00:00:00.000000,19.73716632443532,8,0,1106.0
1391.530544607684,1388.7925925541365,,,1321.464508133676,1400.5926383104047,1395.0497823026722,,,1325.2523625102071,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,17,Marte Leinan Lund,Norway,7,2023,4,2001-04-01T00:00:00.000000,21.711156741957563,12,0,1106.0
1282.782231904805,1287.246921592426,,,,1287.4838643590035,1290.7740614896234,,,,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,18,Minja Korhonen,Finland,200,2023,4,2007-05-19T00:00:00.000000,15.581108829568787,4,0,1106.0
1212.5553689067467,1228.64407126294,,,1280.1782947962045,1215.0908061375662,1231.0644616320171,,,1300.0,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,19,Sophia Maurus,Germany,23,2023,4,2001-11-30T00:00:00.000000,21.045859000684462,9,0,1106.0
1285.0397062571724,1289.303134985529,,,,1292.931618551204,1294.9819223913753,,,,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,20,Jonna Kil,Poland,68,2023,4,2000-07-09T00:00:00.000000,22.439425051334705,2,0,1106.0
1192.9668831381043,1198.5016411548406,,,1292.310593694627,1197.584367374487,1201.9445920714277,,,1298.0,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,21,Annika Malacinski,USA,61,2023,4,2001-05-09T00:00:00.000000,21.607118412046542,14,0,1106.0
1279.6167331832548,1289.169856991049,,,,1290.2808270661371,1296.9185100057107,,,,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,22,Daniela Dejori,Italy,37,2023,4,2002-08-01T00:00:00.000000,20.37782340862423,8,0,1106.0
1241.315759520946,1251.6175892708925,,,,1251.4550153255968,1259.0108137285508,,,,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,23,Mille Marie Hagen,Norway,180,2023,4,2002-12-13T00:00:00.000000,20.01095140314853,6,0,1106.0
1268.4962570929897,1272.7495995224658,,,,1281.623527158881,1281.959941028466,,,,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,24,Magdalena Burger,Germany,108,2023,4,2005-11-05T00:00:00.000000,17.114305270362767,5,0,1106.0
1235.909243412703,1254.2108730013313,,,,1248.825870433339,1263.772521839265,,,,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,25,Jolana Hradilova,Czechia,87,2023,4,2004-06-29T00:00:00.000000,18.466803559206024,4,0,1106.0
1203.765138037421,1230.4188851583465,,,1269.1036502204647,1216.552496421571,1240.1523784229207,,,1286.0,2022-12-17,Ramsau,Austria,L,5.0,Individual,0,World Cup,26,Silva Verbič,Slovenia,40,2023,4,2002-03-31T00:00:00.000000,20.71457905544148,13,0,1106.0
1523.432663142827,1486.4432317262751,,,1340.856100752769,1514.4791303831164,1479.555026415978,,,1320.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,1,Gyda Westvold Hansen,Norway,4,2023,5,2002-04-20T00:00:00.000000,20.720054757015745,14,0,139.0
1368.6802376420756,1345.262132129109,,,,1353.8533634054502,1334.6450179086992,,,,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,2,Nathalie Armbruster,Germany,168,2023,5,2006-01-02T00:00:00.000000,17.01574264202601,7,0,139.0
1440.220742401909,1418.6951563094783,,,1312.5751211496786,1430.560543276565,1411.6989394576583,,,1294.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,3,Lisa Hirner,Austria,52,2023,5,2003-10-03T00:00:00.000000,19.266255989048595,14,0,139.0
1368.0185176987084,1355.3307325974408,,,1294.4428720599642,1356.2183226535033,1347.1474099668658,,,1296.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,4,Jenny Nowak,Germany,25,2023,5,2002-08-20T00:00:00.000000,20.386036960985624,15,0,139.0
1396.2020354013405,1362.716081100581,,,1326.452182107148,1387.3927180587464,1355.8330224978924,,,1331.1202142437037,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,5,Yuna Kasai,Japan,161,2023,5,2004-02-04T00:00:00.000000,18.926762491444215,13,0,139.0
1443.6347894168869,1419.8621087209185,,,1319.3845601849628,1438.7144565858985,1416.006805192058,,,1312.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,6,Annika Sieff,Italy,47,2023,5,2003-10-27T00:00:00.000000,19.200547570157426,15,0,139.0
1427.3869032262835,1398.2457148497049,,,1322.9881240936136,1423.2015260748703,1394.685517560904,,,1318.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,7,Ida Marie Hagen,Norway,60,2023,5,2000-08-18T00:00:00.000000,22.390143737166323,13,0,139.0
1403.091417077416,1377.140598323091,,,1319.516798546766,1399.2193036267238,1373.8768432671031,,,1310.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,8,Ema Volavsek,Slovenia,49,2023,5,2002-12-15T00:00:00.000000,20.06570841889117,15,0,139.0
1344.9291454524623,1338.609681793728,,,1307.7813623952748,1339.572231862974,1335.0050787621913,,,1306.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,9,Veronica Gianmoena,Italy,29,2023,5,1995-10-25T00:00:00.000000,27.20602327173169,14,0,139.0
1280.9740978744128,1273.3794326891325,,,,1273.8059291909365,1268.474636526019,,,,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,10,Svenja Wuerth,Germany,165,2023,5,1993-08-20T00:00:00.000000,29.38535249828884,10,0,139.0
1304.113894251794,1287.9170780885186,,,1296.707332228963,1299.675801208143,1284.5628848735405,,,1292.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,11,Léna Brocard,France,53,2023,5,2000-05-19T00:00:00.000000,22.639288158795345,15,0,139.0
1354.4864594401183,1344.4762202257054,,,,1354.223447549021,1344.190440840778,,,,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,12,Haruka Kasai,Japan,88,2023,5,2004-02-04T00:00:00.000000,18.926762491444215,7,0,139.0
1309.996186806677,1309.4288977864246,,,1307.649068863668,1308.9273877471678,1308.9172278813528,,,1308.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,13,Cindy Haasch,Germany,78,2023,5,2004-08-19T00:00:00.000000,18.38740588637919,12,0,139.0
1387.0475723455638,1385.5506479516043,,,1321.464508133676,1391.530544607684,1388.7925925541365,,,1325.2523625102071,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,14,Marte Leinan Lund,Norway,7,2023,5,2001-04-01T00:00:00.000000,21.77138945927447,13,0,139.0
1279.2275176828032,1288.3653499507575,,,,1279.6167331832548,1289.169856991049,,,,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,15,Daniela Dejori,Italy,37,2023,5,2002-08-01T00:00:00.000000,20.438056125941134,9,0,139.0
1280.7828954698696,1285.5087033172597,,,,1282.782231904805,1287.246921592426,,,,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,16,Minja Korhonen,Finland,200,2023,5,2007-05-19T00:00:00.000000,15.641341546885696,5,0,139.0
1394.356537935017,1387.7690880185205,,,1320.1782947962045,1403.7955139234502,1394.1923794951017,,,1300.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,17,Anju Nakamura,Japan,67,2023,5,2000-01-23T00:00:00.000000,22.9596167008898,15,0,139.0
1264.2870247197577,1269.5087044736288,,,,1268.4962570929897,1272.7495995224658,,,,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,18,Magdalena Burger,Germany,108,2023,5,2005-11-05T00:00:00.000000,17.17453798767967,6,0,139.0
1282.7578096818547,1283.1048207503725,,,,1289.449510418105,1287.8643150008209,,,,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,19,Annalena Slamik,Austria,41,2023,5,2003-03-23T00:00:00.000000,19.797399041752225,9,0,139.0
1230.35047453174,1249.5979150994297,,,,1235.909243412703,1254.2108730013313,,,,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,20,Jolana Hradilova,Czechia,87,2023,5,2004-06-29T00:00:00.000000,18.527036276522928,5,0,139.0
1289.876539002894,1292.821050174024,,,,1300.0,1300.0,,,,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,21,Greta Pinzani,Italy,96,2023,5,2005-02-14T00:00:00.000000,17.897330595482547,1,0,139.0
1247.9528502572534,1251.1584921241729,,,1292.045984112657,1257.44523289053,1257.8954057237509,,,1302.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,22,Maria Gerboth,Germany,66,2023,5,2002-06-19T00:00:00.000000,20.555783709787818,15,0,139.0
1231.1386480868514,1244.0915969033715,,,,1241.315759520946,1251.6175892708925,,,,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,23,Mille Marie Hagen,Norway,180,2023,5,2002-12-13T00:00:00.000000,20.071184120465436,7,0,139.0
1183.6852980349088,1185.7155431558629,,,1286.5515505767737,1193.1176361432458,1192.333129595246,,,1284.1782947962045,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,24,Alexa Brabec,USA,81,2023,5,2004-10-08T00:00:00.000000,18.250513347022583,6,0,139.0
1233.075126728122,1256.4545186731928,,,1288.0,1246.4025595887172,1266.4819830340434,,,1300.0,2023-01-08,Otepää,Estonia,L,5.0,Individual,0,World Cup,25,Annamarija Oinas,Finland,62,2023,5,2003-01-10T00:00:00.000000,19.994524298425738,5,0,139.0
1531.9006813486276,1493.0160498125786,,,1340.856100752769,1523.432663142827,1486.4432317262751,,,1320.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,1,Gyda Westvold Hansen,Norway,4,2023,6,2002-04-20T00:00:00.000000,20.772073921971252,15,0,1203.0
1382.459835697092,1355.3011624293854,,,,1368.6802376420756,1345.262132129109,,,,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,2,Nathalie Armbruster,Germany,168,2023,6,2006-01-02T00:00:00.000000,17.06776180698152,8,0,1203.0
1436.95427319156,1405.512200888936,,,1322.9881240936136,1427.3869032262835,1398.2457148497049,,,1318.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,3,Ida Marie Hagen,Norway,60,2023,6,2000-08-18T00:00:00.000000,22.442162902121833,14,0,1203.0
1451.0182479548423,1425.4319805788034,,,1319.3845601849628,1443.6347894168869,1419.8621087209185,,,1312.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,4,Annika Sieff,Italy,47,2023,6,2003-10-27T00:00:00.000000,19.252566735112936,16,0,1203.0
1414.7216515467442,1403.009543410614,,,1312.0515505767737,1407.1309698425894,1397.7260797759554,,,1314.1782947962045,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,5,Mari Leinan Lund,Norway,8,2023,6,1999-05-28T00:00:00.000000,23.668720054757017,6,0,1203.0
1401.0920704400312,1392.3797449110975,,,1320.1782947962045,1394.356537935017,1387.7690880185205,,,1300.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,6,Anju Nakamura,Japan,67,2023,6,2000-01-23T00:00:00.000000,23.01163586584531,16,0,1203.0
1361.6800841613965,1349.542004419624,,,,1354.4864594401183,1344.4762202257054,,,,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,7,Haruka Kasai,Japan,88,2023,6,2004-02-04T00:00:00.000000,18.978781656399725,8,0,1203.0
1441.937786608987,1420.302121557185,,,1312.5751211496786,1440.220742401909,1418.6951563094783,,,1294.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,8,Lisa Hirner,Austria,52,2023,6,2003-10-03T00:00:00.000000,19.318275154004105,15,0,1203.0
1398.4868522998895,1365.1635542651643,,,1326.452182107148,1396.2020354013405,1362.716081100581,,,1331.1202142437037,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,9,Yuna Kasai,Japan,161,2023,6,2004-02-04T00:00:00.000000,18.978781656399725,14,0,1203.0
1403.598040994562,1378.104126052919,,,1319.516798546766,1403.091417077416,1377.140598323091,,,1310.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,10,Ema Volavsek,Slovenia,49,2023,6,2002-12-15T00:00:00.000000,20.11772758384668,16,0,1203.0
1287.6289535933183,1286.26659906918,,,,1282.7578096818547,1283.1048207503725,,,,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,11,Annalena Slamik,Austria,41,2023,6,2003-03-23T00:00:00.000000,19.849418206707735,10,0,1203.0
1253.0321780064755,1254.3940309499048,,,1292.045984112657,1247.9528502572534,1251.1584921241729,,,1302.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,12,Maria Gerboth,Germany,66,2023,6,2002-06-19T00:00:00.000000,20.607802874743324,16,0,1203.0
1383.9476396003745,1383.234666301938,,,1321.464508133676,1387.0475723455638,1385.5506479516043,,,1325.2523625102071,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,13,Marte Leinan Lund,Norway,7,2023,6,2001-04-01T00:00:00.000000,21.82340862422998,14,0,1203.0
1309.1790653733517,1308.6926799662713,,,1307.649068863668,1309.996186806677,1309.4288977864246,,,1308.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,14,Cindy Haasch,Germany,78,2023,6,2004-08-19T00:00:00.000000,18.439425051334705,13,0,1203.0
1340.9512948560807,1335.8754187279924,,,1307.7813623952748,1344.9291454524623,1338.609681793728,,,1306.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,15,Veronica Gianmoena,Italy,29,2023,6,1995-10-25T00:00:00.000000,27.2580424366872,15,0,1203.0
1300.6747308362262,1285.9152864670446,,,1296.707332228963,1304.113894251794,1287.9170780885186,,,1292.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,16,Léna Brocard,France,53,2023,6,2000-05-19T00:00:00.000000,22.691307323750856,16,0,1203.0
1220.1234031776416,1219.6412818351955,,,,1221.0704012294914,1220.4015559126103,,,,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,17,Claudia Purker,Austria,177,2023,6,1999-01-15T00:00:00.000000,24.032854209445585,5,0,1203.0
1228.274983573128,1241.560903157586,,,,1231.1386480868514,1244.0915969033715,,,,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,18,Mille Marie Hagen,Norway,180,2023,6,2002-12-13T00:00:00.000000,20.123203285420946,8,0,1203.0
1272.6328341477129,1283.3483039981625,,,,1279.2275176828032,1288.3653499507575,,,,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,19,Daniela Dejori,Italy,37,2023,6,2002-08-01T00:00:00.000000,20.490075290896645,10,0,1203.0
1207.6306874961126,1224.618250876149,,,1280.1782947962045,1212.5553689067467,1228.64407126294,,,1300.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,20,Sophia Maurus,Germany,23,2023,6,2001-11-30T00:00:00.000000,21.15811088295688,10,0,1203.0
1187.4568475856263,1194.431991331235,,,1292.310593694627,1192.9668831381043,1198.5016411548406,,,1298.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,21,Annika Malacinski,USA,61,2023,6,2001-05-09T00:00:00.000000,21.71937029431896,15,0,1203.0
1283.270238551045,1283.3459138620387,,,,1294.9924530155797,1291.4686363581698,,,,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,22,Sana Azegami,Japan,162,2023,6,2001-11-04T00:00:00.000000,21.229295003422312,7,0,1203.0
1252.591634647295,1261.1303940406456,,,,1264.2870247197577,1269.5087044736288,,,,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,23,Magdalena Burger,Germany,108,2023,6,2005-11-05T00:00:00.000000,17.22655715263518,7,0,1203.0
1193.4156685126457,1222.3355199508546,,,1269.1036502204647,1203.765138037421,1230.4188851583465,,,1286.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,24,Silva Verbič,Slovenia,40,2023,6,2002-03-31T00:00:00.000000,20.826830937713893,14,0,1203.0
1133.4617163348216,1157.454145562821,,,1280.0,1142.697751396763,1164.5014035745007,,,1300.0,2023-01-27,Seefeld,Austria,L,5.0,Individual,0,World Cup,25,Tereza Koldovska,Czechia,89,2023,6,2004-10-19T00:00:00.000000,18.272416153319643,12,0,1203.0
1539.6882154660275,1499.0691433615416,,,1340.856100752769,1531.9006813486276,1493.0160498125786,,,1320.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,1,Gyda Westvold Hansen,Norway,4,2023,7,2002-04-20T00:00:00.000000,20.774811772758383,16,0,1203.0
1460.419572949884,1432.357749589398,,,1319.3845601849628,1451.0182479548423,1425.4319805788034,,,1312.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,2,Annika Sieff,Italy,47,2023,7,2003-10-27T00:00:00.000000,19.255304585900067,17,0,1203.0
1393.337507265766,1363.3642636106588,,,,1382.459835697092,1355.3011624293854,,,,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,3,Nathalie Armbruster,Germany,168,2023,7,2006-01-02T00:00:00.000000,17.07049965776865,9,0,1203.0
1448.8041671661267,1425.378903317454,,,1312.5751211496786,1441.937786608987,1420.302121557185,,,1294.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,4,Lisa Hirner,Austria,52,2023,7,2003-10-03T00:00:00.000000,19.32101300479124,16,0,1203.0
1442.5735738778028,1410.0300154737731,,,1322.9881240936136,1436.95427319156,1405.512200888936,,,1318.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,5,Ida Marie Hagen,Norway,60,2023,7,2000-08-18T00:00:00.000000,22.444900752908968,15,0,1203.0
1404.296886784938,1369.9187580780513,,,1326.452182107148,1398.4868522998895,1365.1635542651643,,,1331.1202142437037,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,6,Yuna Kasai,Japan,161,2023,7,2004-02-04T00:00:00.000000,18.981519507186857,15,0,1203.0
1367.663300556757,1353.7855342200824,,,,1361.6800841613965,1349.542004419624,,,,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,7,Haruka Kasai,Japan,88,2023,7,2004-02-04T00:00:00.000000,18.981519507186857,9,0,1203.0
1416.9195534205164,1404.602757804446,,,1312.0515505767737,1414.7216515467442,1403.009543410614,,,1314.1782947962045,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,8,Mari Leinan Lund,Norway,8,2023,7,1999-05-28T00:00:00.000000,23.67145790554415,7,0,1203.0
1404.8218979718577,1379.4580132991769,,,1319.516798546766,1403.598040994562,1378.104126052919,,,1310.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,9,Ema Volavsek,Slovenia,49,2023,7,2002-12-15T00:00:00.000000,20.12046543463381,17,0,1203.0
1305.0297644340185,1289.1572247687889,,,1296.707332228963,1300.6747308362262,1285.9152864670446,,,1292.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,10,Léna Brocard,France,53,2023,7,2000-05-19T00:00:00.000000,22.694045174537987,17,0,1203.0
1291.109810114427,1288.4975920396655,,,,1287.6289535933183,1286.26659906918,,,,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,11,Annalena Slamik,Austria,41,2023,7,2003-03-23T00:00:00.000000,19.852156057494867,11,0,1203.0
1310.2448437538442,1309.2213898370935,,,1307.649068863668,1309.1790653733517,1308.6926799662713,,,1308.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,12,Cindy Haasch,Germany,78,2023,7,2004-08-19T00:00:00.000000,18.442162902121833,14,0,1203.0
1396.606725288883,1389.2954550305394,,,1320.1782947962045,1401.0920704400312,1392.3797449110975,,,1300.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,13,Anju Nakamura,Japan,67,2023,7,2000-01-23T00:00:00.000000,23.014373716632445,17,0,1203.0
1378.7596024418197,1379.430469180043,,,1321.464508133676,1383.9476396003745,1383.234666301938,,,1325.2523625102071,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,14,Marte Leinan Lund,Norway,7,2023,7,2001-04-01T00:00:00.000000,21.82614647501711,15,0,1203.0
1336.2271340166103,1332.5484010479138,,,1307.7813623952748,1340.9512948560807,1335.8754187279924,,,1306.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,15,Veronica Gianmoena,Italy,29,2023,7,1995-10-25T00:00:00.000000,27.260780287474333,16,0,1203.0
1250.332500611345,1259.1380163326671,,,,1252.591634647295,1261.1303940406456,,,,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,16,Magdalena Burger,Germany,108,2023,7,2005-11-05T00:00:00.000000,17.229295003422312,8,0,1203.0
1249.2995286951077,1251.607074392056,,,1292.045984112657,1253.0321780064755,1254.3940309499048,,,1302.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,17,Maria Gerboth,Germany,66,2023,7,2002-06-19T00:00:00.000000,20.61054072553046,17,0,1203.0
1266.5933138386606,1278.6701516102532,,,,1272.6328341477129,1283.3483039981625,,,,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,18,Daniela Dejori,Italy,37,2023,7,2002-08-01T00:00:00.000000,20.49281314168378,11,0,1203.0
1183.5185766758566,1191.3995953591586,,,1292.310593694627,1187.4568475856263,1194.431991331235,,,1298.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,19,Annika Malacinski,USA,61,2023,7,2001-05-09T00:00:00.000000,21.72210814510609,16,0,1203.0
1213.416770500338,1214.8895770868598,,,,1220.1234031776416,1219.6412818351955,,,,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,20,Claudia Purker,Austria,177,2023,7,1999-01-15T00:00:00.000000,24.035592060232716,6,0,1203.0
1199.9804922060923,1218.7211387475918,,,1280.1782947962045,1207.6306874961126,1224.618250876149,,,1300.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,21,Sophia Maurus,Germany,23,2023,7,2001-11-30T00:00:00.000000,21.16084873374401,11,0,1203.0
1218.3206117602804,1234.1613607137997,,,,1228.274983573128,1241.560903157586,,,,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,22,Mille Marie Hagen,Norway,180,2023,7,2002-12-13T00:00:00.000000,20.125941136208077,9,0,1203.0
1183.4250958527607,1214.5052300974537,,,1269.1036502204647,1193.4156685126457,1222.3355199508546,,,1286.0,2023-01-28,Seefeld,Austria,L,5.0,Individual,0,World Cup,23,Silva Verbič,Slovenia,40,2023,7,2002-03-31T00:00:00.000000,20.829568788501028,15,0,1203.0
1547.7259604843905,1505.3921342968429,,,1340.856100752769,1539.6882154660275,1499.0691433615416,,,1320.0,2023-02-11,Schonach,Germany,L,5.0,Individual,0,World Cup,1,Gyda Westvold Hansen,Norway,4,2023,8,2002-04-20T00:00:00.000000,20.81314168377823,17,0,939.0
1382.0280711952023,1365.144390078019,,,1294.4428720599642,1368.0185176987084,1355.3307325974408,,,1296.0,2023-02-11,Schonach,Germany,L,5.0,Individual,0,World Cup,2,Jenny Nowak,Germany,25,2023,8,2002-08-20T00:00:00.000000,20.479123887748116,16,0,939.0
1415.12505526767,1378.23976396568,,,1326.452182107148,1404.296886784938,1369.9187580780513,,,1331.1202142437037,2023-02-11,Schonach,Germany,L,5.0,Individual,0,World Cup,3,Yuna Kasai,Japan,161,2023,8,2004-02-04T00:00:00.000000,19.019849418206707,16,0,939.0
1403.2272608203,1370.9060749254509,,,,1393.337507265766,1363.3642636106588,,,,2023-02-11,Schonach,Germany,L,5.0,Individual,0,World Cup,4,Nathalie Armbruster,Germany,168,2023,8,2006-01-02T00:00:00.000000,17.1088295687885,10,0,939.0
